RuleKey,AntecedentKey,ConsequentKey,AntecedentItems,ConsequentItems,AntecedentLength,ConsequentLength,AntecedentSupport,ConsequentSupport,Support,Confidence,ReverseConfidence,Lift,Leverage,Conviction,Kulczynski,Cosine,AllConfidence,MaxConfidence,ImbalanceRatio,ConfidenceGapVsConsequentBaseRate,ExpectedSupportUnderIndependence,ChiSquare,NonPositiveDependence,WeakPositiveDependence,DirectionalConfidenceImbalance,MisleadingCandidate,DiagnosticFlags,UndirectedPairKey
"[""23206""] -> [""20726""]","[""23206""]","[""20726""]",23206 — LUNCH BAG APPLE DESIGN,20726 — LUNCH BAG WOODLAND,1,1,0.0262172284644194,0.048739750986942,0.0093379896750683,0.3561776061776062,0.191588785046729,7.307743658210948,0.0080601684881447,1.4775196671327258,0.2738831956121675,0.2612271709229725,0.191588785046729,0.3561776061776062,0.3432317778634785,0.3074378551906642,0.0012778211869235,2168.850900664327,False,False,False,False,,"[""20726""] || [""23206""]"
"[""20728""] -> [""20727""]","[""20728""]","[""20727""]",20728 — LUNCH BAG CARS BLUE,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0523079259034315,0.0594948881465735,0.0223706852920336,0.4276729559748428,0.3760102084219481,7.188398353169667,0.0192586310912296,1.6433001404911518,0.4018415821983954,0.4010104703278098,0.3760102084219481,0.4276729559748428,0.0803621958121109,0.3681780678282692,0.0031120542008039,5283.82279219293,False,False,False,False,,"[""20727""] || [""20728""]"
"[""21930""] -> [""20727""]","[""21930""]","[""20727""]",21930 — JUMBO STORAGE BAG SKULLS,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0334294969126429,0.0594948881465735,0.011666160542565,0.3489780469341408,0.1960867715865589,5.8656812006165495,0.0096772763629511,1.44465959623067,0.2725324092603498,0.2615912433127269,0.1960867715865589,0.3489780469341408,0.320772345063843,0.2894831587875672,0.0019888841796139,2046.7984202729533,False,False,False,False,,"[""20727""] || [""21930""]"
"[""22327""] -> [""20727""]","[""22327""]","[""20727""]",22327 — ROUND SNACK BOXES SET OF 4 SKULLS,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0163478084826399,0.0594948881465735,0.0077183925498532,0.4721362229102167,0.1297320289238621,7.935744357516002,0.0067457815127369,1.781719361458397,0.3009341259170394,0.2474897778224209,0.1297320289238621,0.4721362229102167,0.6333580980683505,0.4126413347636431,0.0009726110371162,1998.4606464361827,False,False,False,False,,"[""20727""] || [""22327""]"
"[""22355""] -> [""20727""]","[""22355""]","[""20727""]",22355 — CHARLOTTE BAG SUKI DESIGN,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0440834092519485,0.0594948881465735,0.0135641259236764,0.3076923076923077,0.2279880901743938,5.171743611556457,0.0109413884211121,1.3585073837882826,0.2678401989333507,0.264858795572511,0.2279880901743938,0.3076923076923077,0.1712116952488051,0.2481974195457341,0.0026227375025643,2006.23527657527,False,False,False,False,,"[""20727""] || [""22355""]"
"[""22356""] -> [""20727""]","[""22356""]","[""20727""]",22356 — CHARLOTTE BAG PINK POLKADOT,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0400850288490737,0.0594948881465735,0.012501265310254,0.3118686868686869,0.2101233517652063,5.241940889112306,0.0101164110025262,1.366752382730117,0.2609960193169466,0.2559900267499929,0.2101233517652063,0.3118686868686869,0.2229003196745132,0.2523737987221133,0.0023848543077278,1878.322361743425,False,False,False,False,,"[""20727""] || [""22356""]"
"[""22382""] -> [""20727""]","[""22382""]","[""20727""]",22382 — LUNCH BAG SPACEBOY DESIGN,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0544842595404393,0.0594948881465735,0.0228008907784188,0.4184858337203901,0.383241173968524,7.033979670478493,0.0195593558513115,1.6173382634348457,0.400863503844457,0.4004759695714573,0.383241173968524,0.4184858337203901,0.0549542048293088,0.3589909455738165,0.0032415349271073,5244.468049250268,False,False,False,False,,"[""20727""] || [""22382""]"
"[""20727""] -> [""22383""]","[""20727""]","[""22383""]",20727 — LUNCH BAG BLACK SKULL.,22383 — LUNCH BAG SUKI DESIGN,1,1,0.0594948881465735,0.0606842797854033,0.0256098795424638,0.4304551254785198,0.4220183486238532,7.09335476997881,0.0219994751043758,1.6492391771654349,0.4262367370511865,0.426215862223731,0.4220183486238532,0.4304551254785198,0.0125769333690125,0.3697708456931164,0.0036104044380879,5996.101960288106,False,False,False,False,,"[""20727""] || [""22383""]"
"[""22384""] -> [""20727""]","[""22384""]","[""20727""]",22384 — LUNCH BAG PINK POLKADOT,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0532948679016094,0.0594948881465735,0.0241421196477376,0.4529914529914529,0.4057847724372607,7.613955872569227,0.0209713474431449,1.719360907607045,0.4293881127143568,0.4287388875156542,0.4057847724372607,0.4529914529914529,0.0699400513845275,0.3934965648448794,0.0031707722045926,6155.803007265487,False,False,False,False,,"[""20727""] || [""22384""]"
"[""22662""] -> [""20727""]","[""22662""]","[""20727""]",22662 — LUNCH BAG DOLLY GIRL DESIGN,20727 — LUNCH BAG BLACK SKULL.,1,1,0.025154367850997,0.0594948881465735,0.0108057495697945,0.4295774647887324,0.181624840493407,7.220409654866673,0.0093091932681016,1.648786739298599,0.3056011526410697,0.2793240743684935,0.181624840493407,0.4295774647887324,0.4650445510623715,0.3700825766421588,0.0014965563016928,2495.7840206179817,False,False,False,False,,"[""20727""] || [""22662""]"
"[""23206""] -> [""20727""]","[""23206""]","[""20727""]",23206 — LUNCH BAG APPLE DESIGN,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0262172284644194,0.0594948881465735,0.0105020751088166,0.4005791505791506,0.1765206295193535,6.733001154523911,0.0089422840338128,1.569023020740982,0.288549890049252,0.2659144295305532,0.1765206295193535,0.4005791505791506,0.4424629878869448,0.341084262432577,0.0015597910750038,2211.975025686305,False,False,False,False,,"[""20727""] || [""23206""]"
"[""23207""] -> [""20727""]","[""23207""]","[""20727""]",23207 — LUNCH BAG ALPHABET DESIGN,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0187265917602996,0.0594948881465735,0.0076677801396902,0.4094594594594594,0.1288813270948532,6.882262866865164,0.0065536436575446,1.5926173518799438,0.2691703932771563,0.2297208708991771,0.1288813270948532,0.4094594594594594,0.5778335724533715,0.3499645713128859,0.0011141364821455,1650.6273563185111,False,False,False,False,,"[""20727""] || [""23207""]"
"[""23209""] -> [""20727""]","[""23209""]","[""20727""]",23209 — LUNCH BAG VINTAGE DOILY,20727 — LUNCH BAG BLACK SKULL.,1,1,0.0277862131794716,0.0594948881465735,0.0094898269055572,0.3415300546448087,0.1595065929391748,5.740494104357406,0.0078366892604277,1.428318966549187,0.2505183237919918,0.2334015754075444,0.1595065929391748,0.3415300546448087,0.407612231620039,0.2820351664982352,0.0016531376451295,1605.4850957916644,False,False,False,False,,"[""20727""] || [""23209""]"
"[""20728""] -> [""22382""]","[""20728""]","[""22382""]",20728 — LUNCH BAG CARS BLUE,22382 — LUNCH BAG SPACEBOY DESIGN,1,1,0.0523079259034315,0.0544842595404393,0.0207510881668185,0.3967102080309627,0.3808639108221087,7.281189308198571,0.0179011295558738,1.5672662674658475,0.3887870594265357,0.3887063175377071,0.3808639108221087,0.3967102080309627,0.0252941176470588,0.3422259484905234,0.0028499586109446,4958.602369452872,False,False,False,False,,"[""20728""] || [""22382""]"
"[""20728""] -> [""22383""]","[""20728""]","[""22383""]",20728 — LUNCH BAG CARS BLUE,22383 — LUNCH BAG SUKI DESIGN,1,1,0.0523079259034315,0.0606842797854033,0.0238384451867597,0.455732946298984,0.3928273561301084,7.509901211822624,0.0206641763762418,1.7258360832742856,0.4242801512145462,0.4231127135835256,0.3928273561301084,0.455732946298984,0.0939540164632415,0.3950486665135806,0.0031742688105179,5971.54398866685,False,False,False,False,,"[""20728""] || [""22383""]"
"[""20728""] -> [""22384""]","[""20728""]","[""22384""]",20728 — LUNCH BAG CARS BLUE,22384 — LUNCH BAG PINK POLKADOT,1,1,0.0523079259034315,0.0532948679016094,0.0227755845733373,0.4354136429608127,0.4273504273504273,8.169898155384367,0.0199878405721068,1.6768119177783831,0.43138203515562,0.4313631954554187,0.4273504273504273,0.4354136429608127,0.0119156736938588,0.3821187750592033,0.0027877440012305,6312.041715100326,False,False,False,False,,"[""20728""] || [""22384""]"
"[""22662""] -> [""20728""]","[""22662""]","[""20728""]",22662 — LUNCH BAG DOLLY GIRL DESIGN,20728 — LUNCH BAG CARS BLUE,1,1,0.025154367850997,0.0523079259034315,0.0102237068529203,0.4064386317907444,0.1954523463957426,7.770115613857309,0.0089079340432227,1.596620206189812,0.3009454890932435,0.2818499321436432,0.1954523463957426,0.4064386317907444,0.4038389160707564,0.3541307058873129,0.0013157728096976,2579.544094787995,False,False,False,False,,"[""20728""] || [""22662""]"
"[""23206""] -> [""20728""]","[""23206""]","[""20728""]",23206 — LUNCH BAG APPLE DESIGN,20728 — LUNCH BAG CARS BLUE,1,1,0.0262172284644194,0.0523079259034315,0.0092873772649053,0.3542471042471042,0.1775520077406869,6.772340866680488,0.0079160084209951,1.4675769637728624,0.2658995559938956,0.2507933105076724,0.1775520077406869,0.3542471042471042,0.3768274853801169,0.3019391783436727,0.0013713688439101,1956.599139687468,False,False,False,False,,"[""20728""] || [""23206""]"
"[""20754""] -> [""21212""]","[""20754""]","[""21212""]",20754 — RETROSPOT RED WASHING UP GLOVES,21212 — PACK OF 72 RETROSPOT CAKE CASES,1,1,0.021560886729426,0.0789047474440732,0.0078449235752606,0.3638497652582159,0.0994227068633739,4.611253150719583,0.006143667253205,1.4479209505122683,0.2316362360607949,0.1901970781941064,0.0994227068633739,0.3638497652582159,0.6191256830601092,0.2849450178141426,0.0017012563220556,972.7925749931208,False,False,False,False,,"[""20754""] || [""21212""]"
"[""20963""] -> [""20961""]","[""20963""]","[""20961""]",20963 — APPLE BATH SPONGE,20961 — STRAWBERRY BATH SPONGE,1,1,0.0128808583864763,0.0130073894118837,0.0076424739346087,0.593320235756385,0.5875486381322957,45.61409034270294,0.0074749275936165,2.4269528443930004,0.5904344369443404,0.5904273846079606,0.5875486381322957,0.593320235756385,0.0069348127600555,0.5803128463445012,0.0001675463409922,13525.973572895638,False,False,False,False,,"[""20961""] || [""20963""]"
"[""20970""] -> [""20969""]","[""20970""]","[""20969""]",20970 — PINK FLORAL FELTCRAFT SHOULDER BAG,20969 — RED FLORAL FELTCRAFT SHOULDER BAG,1,1,0.0145257617167729,0.0155127037149509,0.0078449235752606,0.5400696864111498,0.5057096247960848,34.81467166104893,0.0076195897375143,2.140514045710675,0.5228896556036173,0.5226073463688792,0.5057096247960848,0.5400696864111498,0.0444697833523375,0.5245569826961989,0.0002253338377462,10494.321082272803,False,False,False,False,,"[""20969""] || [""20970""]"
"[""20971""] -> [""20972""]","[""20971""]","[""20972""]",20971 — PINK BLUE FELT CRAFT TRINKET BOX,20972 — PINK CREAM FELT CRAFT TRINKET BOX,1,1,0.0290515234335459,0.0353527684988359,0.0165249519182103,0.5688153310104529,0.4674302075876878,16.0896969364417,0.0154979001357256,2.237202064168356,0.5181227692990704,0.515636953925216,0.4674302075876878,0.5688153310104529,0.1316067653276955,0.533462562511617,0.0010270517824846,9866.466494164684,False,False,False,False,,"[""20971""] || [""20972""]"
"[""20974""] -> [""20975""]","[""20974""]","[""20975""]",20974 — 12 PENCILS SMALL TUBE SKULL,20975 — 12 PENCILS SMALL TUBE RED RETROSPOT,1,1,0.0208017005769814,0.0228261969835003,0.0109069743901204,0.5243309002433091,0.4778270509977827,22.97057633482772,0.0104321506751584,2.0543142354976034,0.5010789756205459,0.5005391970767854,0.4778270509977827,0.5243309002433091,0.0618716163959783,0.5015047032598088,0.0004748237149619,9465.549072338184,False,False,False,False,,"[""20974""] || [""20975""]"
"[""21033""] -> [""85099B""]","[""21033""]","[""85099B""]",21033 — JUMBO BAG CHARLIE AND LOLA TOYS,85099B — JUMBO BAG RED RETROSPOT,1,1,0.0145004555116914,0.1015538009920032,0.0078955359854236,0.544502617801047,0.0777473212060802,5.361715784955439,0.0064229596120959,1.9724508506957168,0.3111249695035636,0.2057513546097073,0.0777473212060802,0.544502617801047,0.8048666354702856,0.4429488168090438,0.0014725763733277,1250.308049914207,False,False,True,True,high directional confidence imbalance,"[""21033""] || [""85099B""]"
"[""21035""] -> [""85099B""]","[""21035""]","[""85099B""]",21035 — SET/2 RED RETROSPOT TEA TOWELS,85099B — JUMBO BAG RED RETROSPOT,1,1,0.0235094645207004,0.1015538009920032,0.0079208421905051,0.3369214208826696,0.077996511338151,3.31766430789922,0.0055333667091413,1.354961881296151,0.2074589661104103,0.1621070492728218,0.077996511338151,0.3369214208826696,0.6662346079066753,0.2353676198906663,0.0023874754813637,577.6341331240932,False,False,False,False,,"[""21035""] || [""85099B""]"
"[""21078""] -> [""21080""]","[""21078""]","[""21080""]",21078 — SET/20 STRAWBERRY PAPER NAPKINS,21080 — SET/20 RED RETROSPOT PAPER NAPKINS,1,1,0.0187518979653811,0.0537250733879947,0.0095910517258831,0.5114709851551956,0.1785209609043805,9.52015423899798,0.0085836046315288,1.9369881785068943,0.3449959730297881,0.3021726191179732,0.1785209609043805,0.5114709851551956,0.5561368209255533,0.4577459117672008,0.0010074470943542,3112.389750755918,False,False,True,True,high directional confidence imbalance,"[""21078""] || [""21080""]"
"[""21086""] -> [""21080""]","[""21086""]","[""21080""]",21086 — SET/6 RED SPOTTY PAPER CUPS,21080 — SET/20 RED RETROSPOT PAPER NAPKINS,1,1,0.0213331308836926,0.0537250733879947,0.0140955562303876,0.66073546856465,0.2623645784267546,12.298456323975842,0.0129494322080656,2.7891949759927286,0.4615500234957023,0.4163575178396189,0.2623645784267546,0.66073546856465,0.5313408053134081,0.6070103951766553,0.001146124022322,6242.9606153132845,False,False,False,False,,"[""21080""] || [""21086""]"
"[""21094""] -> [""21080""]","[""21094""]","[""21080""]",21094 — SET/6 RED SPOTTY PAPER PLATES,21080 — SET/20 RED RETROSPOT PAPER NAPKINS,1,1,0.0249013058001822,0.0537250733879947,0.0173347504808178,0.6961382113821138,0.3226566179934055,12.95741759819859,0.0159969259992462,3.114162300288339,0.5093974146877597,0.4739341736365202,0.3226566179934055,0.6961382113821138,0.4702725020644096,0.6424131379941191,0.0013378244815716,8191.83133094917,False,False,False,False,,"[""21080""] || [""21094""]"
"[""21210""] -> [""21080""]","[""21210""]","[""21080""]",21210 — SET OF 72 RETROSPOT PAPER DOILIES,21080 — SET/20 RED RETROSPOT PAPER NAPKINS,1,1,0.0293805040996052,0.0537250733879947,0.0099453385970239,0.3385012919896641,0.185115402731983,6.300620374123206,0.0083668688580964,1.4305015492142426,0.2618083473608236,0.2503233968129293,0.185115402731983,0.3385012919896641,0.3327568315461778,0.2847762186016693,0.0015784697389275,1908.0787598838883,False,False,False,False,,"[""21080""] || [""21210""]"
"[""21080""] -> [""21212""]","[""21080""]","[""21212""]",21080 — SET/20 RED RETROSPOT PAPER NAPKINS,21212 — PACK OF 72 RETROSPOT CAKE CASES,1,1,0.0537250733879947,0.0789047474440732,0.0191567972466848,0.3565708902496467,0.2427838357921744,4.519004265267813,0.0149176338995908,1.431541157522864,0.2996773630209106,0.2942272055175042,0.2427838357921744,0.3565708902496467,0.221900089206066,0.2776661428055734,0.004239163347094,2379.9664671397672,False,False,False,False,,"[""21080""] || [""21212""]"
"[""21989""] -> [""21080""]","[""21989""]","[""21080""]",21989 — PACK OF 20 SKULL PAPER NAPKINS,21080 — SET/20 RED RETROSPOT PAPER NAPKINS,1,1,0.0165502581232918,0.0537250733879947,0.0076171677295272,0.4602446483180428,0.1417804992934526,8.566663929786047,0.0067280038972631,1.7531552464709677,0.3010125738057477,0.25544806915628,0.1417804992934526,0.4602446483180428,0.5932956381260098,0.4065195749300481,0.0008891638322641,2161.6936810880047,False,False,False,False,,"[""21080""] || [""21989""]"
"[""84520B""] -> [""21080""]","[""84520B""]","[""21080""]",84520B — PACK 20 ENGLISH ROSE PAPER NAPKINS,21080 — SET/20 RED RETROSPOT PAPER NAPKINS,1,1,0.0185241421196477,0.0537250733879947,0.0084269662921348,0.4549180327868852,0.1568535091851154,8.467518126993197,0.0074317553973071,1.7360231736340548,0.3058857709860003,0.2671244837790282,0.1568535091851154,0.4549180327868852,0.5515463917525775,0.4011929593988905,0.0009952108948277,2361.259484187064,False,False,False,False,,"[""21080""] || [""84520B""]"
"[""21086""] -> [""21094""]","[""21086""]","[""21094""]",21086 — SET/6 RED SPOTTY PAPER CUPS,21094 — SET/6 RED SPOTTY PAPER PLATES,1,1,0.0213331308836926,0.0249013058001822,0.0164743395080473,0.7722419928825622,0.6615853658536586,31.012108323930214,0.0159431166922372,4.281292704221074,0.7169136793681103,0.7147754901986835,0.6615853658536586,0.7722419928825622,0.1198979591836734,0.74734068708238,0.0005312228158101,19813.41087431268,False,False,False,False,,"[""21086""] || [""21094""]"
"[""21094""] -> [""21212""]","[""21094""]","[""21212""]",21094 — SET/6 RED SPOTTY PAPER PLATES,21212 — PACK OF 72 RETROSPOT CAKE CASES,1,1,0.0249013058001822,0.0789047474440732,0.0092620710598238,0.3719512195121951,0.1173829377806286,4.713927001361098,0.0072972398146328,1.4665982662055532,0.2446670786464118,0.2089514940301431,0.1173829377806286,0.3719512195121951,0.5711991434689508,0.2930464720681218,0.001964831245191,1192.3721954449509,False,False,False,False,,"[""21094""] || [""21212""]"
"[""21094""] -> [""22090""]","[""21094""]","[""22090""]",21094 — SET/6 RED SPOTTY PAPER PLATES,22090 — PAPER BUNTING RETROSPOT,1,1,0.0249013058001822,0.0430964672537706,0.0084522724972163,0.3394308943089431,0.196124486200822,7.876072354381794,0.0073791141872226,1.4486047326496765,0.2677776902548825,0.2580130030580377,0.196124486200822,0.3394308943089431,0.3055673608159796,0.2963344270551724,0.0010731583099936,2148.824330620449,False,False,False,False,,"[""21094""] || [""22090""]"
"[""21122""] -> [""21121""]","[""21122""]","[""21121""]",21122 — SET/10 PINK POLKADOT PARTY CANDLES,21121 — SET/10 RED POLKADOT PARTY CANDLES,1,1,0.0204221075007591,0.0220923170361372,0.0107551371596315,0.5266418835192069,0.4868270332187858,23.838236734415787,0.0103039654861786,2.0658939794550712,0.5067344583689963,0.5063432686650519,0.4868270332187858,0.5266418835192069,0.0525896414342629,0.5045495664830697,0.0004511716734528,9707.404105512682,False,False,False,False,,"[""21121""] || [""21122""]"
"[""21124""] -> [""21121""]","[""21124""]","[""21121""]",21124 — SET/10 BLUE SPOTTY PARTY CANDLES,21121 — SET/10 RED POLKADOT PARTY CANDLES,1,1,0.0159176029962546,0.0220923170361372,0.0095151331106387,0.5977742448330684,0.4306987399770905,27.058014958560747,0.0091634763787901,2.43124084025403,0.5142364924050795,0.5074057686313385,0.4306987399770905,0.5977742448330684,0.2166962699822379,0.5756819277969312,0.0003516567318486,9804.9469663409,False,False,False,False,,"[""21121""] || [""21124""]"
"[""21121""] -> [""21212""]","[""21121""]","[""21212""]",21121 — SET/10 RED POLKADOT PARTY CANDLES,21212 — PACK OF 72 RETROSPOT CAKE CASES,1,1,0.0220923170361372,0.0789047474440732,0.0077183925498532,0.3493699885452462,0.0978191148171905,4.427743575161626,0.0059752038536624,1.415697456833317,0.2235945516812184,0.1848649859307813,0.0978191148171905,0.3493699885452462,0.6090613130765057,0.270465241101173,0.0017431886961908,898.5280238063035,False,False,False,False,,"[""21121""] || [""21212""]"
"[""21124""] -> [""21122""]","[""21124""]","[""21122""]",21124 — SET/10 BLUE SPOTTY PARTY CANDLES,21122 — SET/10 PINK POLKADOT PARTY CANDLES,1,1,0.0159176029962546,0.0204221075007591,0.0123494280797651,0.7758346581875993,0.6047087980173482,37.98994095779576,0.0120243570802212,4.369890031078173,0.6902717281024737,0.6849482050584725,0.6047087980173482,0.7758346581875993,0.1877637130801687,0.7554125506868401,0.0003250709995439,18232.57635765328,False,False,False,False,,"[""21122""] || [""21124""]"
"[""21136""] -> [""84879""]","[""21136""]","[""84879""]",21136 — PAINTED METAL PEARS ASSORTED,84879 — ASSORTED COLOUR BIRD ORNAMENT,1,1,0.0187012855552181,0.0710345176637311,0.013386982488106,0.7158322056833558,0.1884574278589241,10.077244545701278,0.0120585456889994,3.269073768792869,0.45214481677114,0.3672926575112352,0.1884574278589241,0.7158322056833558,0.6854491216440173,0.6447976880196247,0.0013284367991066,4744.835262920255,False,False,True,True,high directional confidence imbalance,"[""21136""] || [""84879""]"
"[""21154""] -> [""21212""]","[""21154""]","[""21212""]",21154 — RED RETROSPOT OVEN GLOVE,21212 — PACK OF 72 RETROSPOT CAKE CASES,1,1,0.0228515031885818,0.0789047474440732,0.0099959510071869,0.4374307862679956,0.1266837716484926,5.543782857654302,0.0081928589193744,1.6373012068070902,0.2820572789582441,0.2354047192381566,0.1266837716484926,0.4374307862679956,0.6108659680088252,0.3585260388239223,0.0018030920878124,1634.4096195450495,False,False,False,False,,"[""21154""] || [""21212""]"
"[""21155""] -> [""21212""]","[""21155""]","[""21212""]",21155 — RED RETROSPOT PEG BAG,21212 — PACK OF 72 RETROSPOT CAKE CASES,1,1,0.0245217127239599,0.0789047474440732,0.0078196173701791,0.3188854489164087,0.0991019884541372,4.041397498197821,0.0058847378207989,1.3523353026162015,0.2089937186852729,0.1777700258106138,0.0991019884541372,0.3188854489164087,0.5688194812069879,0.2399807014723354,0.0019348795493801,787.1384529745411,False,False,False,False,,"[""21155""] || [""21212""]"
"[""21156""] -> [""22367""]","[""21156""]","[""22367""]",21156 — RETROSPOT CHILDRENS APRON,22367 — CHILDRENS APRON SPACEBOY DESIGN,1,1,0.0235347707257819,0.0292539730741977,0.0100212572122684,0.4258064516129032,0.3425605536332179,14.555508427279827,0.009332771663149,1.6906251030730264,0.3841835026230605,0.381922104368302,0.3425605536332179,0.4258064516129032,0.1337278106508875,0.3965524785387054,0.0006884855491194,5273.9623316458765,False,False,False,False,,"[""21156""] || [""22367""]"
"[""21156""] -> [""47591D""]","[""21156""]","[""47591D""]",21156 — RETROSPOT CHILDRENS APRON,47591D — PINK FAIRY CAKE CHILDRENS APRON,1,1,0.0235347707257819,0.030671120558761,0.0075918615244457,0.3225806451612903,0.2475247524752475,10.517406579367613,0.0068700237341925,1.4309140601275432,0.2850526988182689,0.2825715738478555,0.2475247524752475,0.3225806451612903,0.1530944625407166,0.2919095246025293,0.0007218377902532,2729.7438838388803,False,False,False,False,,"[""21156""] || [""47591D""]"
"[""21165""] -> [""21166""]","[""21165""]","[""21166""]",21165 — BEWARE OF THE CAT METAL SIGN,21166 — COOK WITH WINE METAL SIGN,1,1,0.0244457941087154,0.0360613422411175,0.0083257414718088,0.3405797101449275,0.2308771929824561,9.444454614797865,0.0074441933240986,1.4617970853925908,0.2857284515636918,0.2804141356369886,0.2308771929824561,0.3405797101449275,0.2225994180407371,0.30451836790381,0.0008815481477102,2641.5657356352413,False,False,False,False,,"[""21165""] || [""21166""]"
"[""21165""] -> [""21175""]","[""21165""]","[""21175""]",21165 — BEWARE OF THE CAT METAL SIGN,21175 — GIN + TONIC DIET METAL SIGN,1,1,0.0244457941087154,0.0419829942301852,0.0095404393157202,0.3902691511387164,0.2272453285111513,9.295886543940638,0.0085141316827017,1.5712129500401375,0.3087572398249338,0.2978033603878334,0.2272453285111513,0.3902691511387164,0.3082740213523131,0.3482861569085311,0.0010263076330184,2986.424361151786,False,False,False,False,,"[""21165""] || [""21175""]"
"[""21165""] -> [""21181""]","[""21165""]","[""21181""]",21165 — BEWARE OF THE CAT METAL SIGN,21181 — PLEASE ONE PERSON METAL SIGN,1,1,0.0244457941087154,0.0458042311974896,0.0081485980362384,0.3333333333333333,0.1779005524861878,7.277348066298344,0.0070288772310766,1.4312936532037657,0.2556169429097606,0.2435162913688992,0.1779005524861878,0.3333333333333333,0.3439282803585982,0.2875291021358437,0.0011197208051618,1873.0365518562485,False,False,False,False,,"[""21165""] || [""21181""]"
"[""21165""] -> [""85123A""]","[""21165""]","[""85123A""]",21165 — BEWARE OF THE CAT METAL SIGN,85123A — WHITE HANGING HEART T-LIGHT HOLDER,1,1,0.0244457941087154,0.1382731045652394,0.0081992104464014,0.3354037267080745,0.0592972181551976,2.4256613588206943,0.0048190146014267,1.296617104345761,0.1973504724316361,0.141026621432533,0.0592972181551976,0.3354037267080745,0.7366524729773993,0.1971306221428351,0.0033801958449747,322.9434971986065,False,False,False,False,,"[""21165""] || [""85123A""]"
"[""21165""] -> [""85152""]","[""21165""]","[""85152""]",21165 — BEWARE OF THE CAT METAL SIGN,85152 — HAND OVER THE CHOCOLATE SIGN,1,1,0.0244457941087154,0.0369470594189695,0.0079461483955865,0.3250517598343685,0.2150684931506849,8.797770781928019,0.0070429481881079,1.4268545101246557,0.2700601264925267,0.2644019519284152,0.2150684931506849,0.3250517598343685,0.2339015151515151,0.288104700415399,0.0009032002074786,2309.9169610994954,False,False,False,False,,"[""21165""] || [""85152""]"
"[""21169""] -> [""21166""]","[""21169""]","[""21166""]",21169 — YOU'RE CONFUSING ME METAL SIGN,21166 — COOK WITH WINE METAL SIGN,1,1,0.0195363903229071,0.0360613422411175,0.0076677801396902,0.3924870466321243,0.2126315789473684,10.883872375238614,0.0069632716820998,1.5866964686350902,0.3025593127897464,0.2888860336564888,0.2126315789473684,0.3924870466321243,0.3447729672650476,0.3564257043910068,0.0007045084575904,2877.614207491112,False,False,False,False,,"[""21166""] || [""21169""]"
"[""21166""] -> [""21175""]","[""21166""]","[""21175""]",21166 — COOK WITH WINE METAL SIGN,21175 — GIN + TONIC DIET METAL SIGN,1,1,0.0360613422411175,0.0419829942301852,0.0166514829436177,0.4617543859649123,0.3966244725738397,10.998605374194982,0.0151375198203762,1.7798881789074132,0.429189429269376,0.4279522050322799,0.3966244725738397,0.4617543859649123,0.0964550700741961,0.419771391734727,0.0015139631232415,6476.561795196489,False,False,False,False,,"[""21166""] || [""21175""]"
"[""21166""] -> [""21181""]","[""21166""]","[""21181""]",21166 — COOK WITH WINE METAL SIGN,21181 — PLEASE ONE PERSON METAL SIGN,1,1,0.0360613422411175,0.0458042311974896,0.0147788237675878,0.4098245614035087,0.3226519337016574,8.947307938354173,0.0131270617102838,1.6168002027866557,0.3662382475525831,0.3636353767378467,0.3226519337016574,0.4098245614035087,0.1452282157676347,0.3640203302060191,0.0016517620573039,4482.018665279466,False,False,False,False,,"[""21166""] || [""21181""]"
"[""21908""] -> [""21166""]","[""21908""]","[""21166""]",21908 — CHOCOLATE THIS WAY METAL SIGN,21166 — COOK WITH WINE METAL SIGN,1,1,0.0246482437493673,0.0360613422411175,0.0082498228565644,0.3347022587268993,0.2287719298245613,9.28146979358046,0.007360974103076,1.448883105952394,0.2817370942757303,0.276713717848596,0.2287719298245613,0.3347022587268993,0.2175590931017848,0.2986409164857818,0.0008888487534884,2562.15276751674,False,False,False,False,,"[""21166""] || [""21908""]"
"[""22413""] -> [""21166""]","[""22413""]","[""21166""]",22413 — METAL SIGN TAKE IT OR LEAVE IT,21166 — COOK WITH WINE METAL SIGN,1,1,0.0222947666767891,0.0360613422411175,0.0082245166514829,0.3688989784335981,0.2280701754385964,10.229762829320746,0.0074205374401653,1.5273920098661429,0.2984845769360973,0.2900600881377335,0.2280701754385964,0.3688989784335981,0.2746087834427057,0.3328376361924806,0.0008039792113175,2871.7163541375235,False,False,False,False,,"[""21166""] || [""22413""]"
"[""82600""] -> [""21166""]","[""82600""]","[""21166""]",82600 — NO SINGING METAL SIGN,21166 — COOK WITH WINE METAL SIGN,1,1,0.0303927523028646,0.0360613422411175,0.0091608462394979,0.3014154870940883,0.2540350877192982,8.358410096849116,0.0080648427970548,1.3798454445392343,0.2777252874066932,0.2767130457782967,0.2540350877192982,0.3014154870940883,0.0989399293286219,0.2653541448529707,0.0010960034424431,2509.0402054138235,False,False,False,False,,"[""21166""] || [""82600""]"
