StockCode,LineCount,TotalQuantity,Revenue,DescriptionVariants,RepresentativeDescription,TransactionCount,Support,SupportPercentage
22422,375,2785,1803.99,1,TOOTHPASTE TUBE PEN,370,0.009170673672730879,0.9171
85174,378,1521,7491.04,1,S/4 CACTI CANDLES,370,0.009170673672730879,0.9171
21186,375,5272,8532.17,1,WHITE DOVE HONEYCOMB PAPER GARLAND,369,0.009145888068209984,0.9146
22026,369,4054,1728.4,1,BANQUET BIRTHDAY CARD,369,0.009145888068209984,0.9146
22349,371,2585,10608.039999999999,2,DOG BOWL CHASING BALL DESIGN,369,0.009145888068209984,0.9146
22520,376,2294,2011.28,1,CHILDS GARDEN TROWEL BLUE,369,0.009145888068209984,0.9146
21563,371,2800,6925.89,1,RED HEART SHAPE LOVE BUCKET,368,0.00912110246368909,0.9121
21781,372,661,10215.42,1,MA CAMPAGNE CUTLERY BOX,368,0.00912110246368909,0.9121
23256,372,2113,8667.07,2,CHILDRENS CUTLERY SPACEBOY,368,0.00912110246368909,0.9121
22430,367,1408,6831.49,1,ENAMEL WATERING CAN CREAM,365,0.009046745650126406,0.9047
23103,376,4072,6846.159999999999,2,JINGLE BELL HEART DECORATION,365,0.009046745650126406,0.9047
47593B,370,2372,1347.62,2,SCOTTIE DOGS BABY BIB,365,0.009046745650126406,0.9047
22714,364,5315,2174.73,1,CARD BIRTHDAY COWBOY,364,0.009021960045605513,0.9022
22743,371,1531,4660.610000000001,1,MAKE YOUR OWN FLOWERPOWER CARD KIT,364,0.009021960045605513,0.9022
22035,364,4097,1737.98,1,VINTAGE CARAVAN GREETING CARD,363,0.008997174441084619,0.8997
22200,364,1317,5882.61,2,FRYING PAN PINK POLKADOT,363,0.008997174441084619,0.8997
22215,363,1092,8869.43,1,CAKE STAND WHITE TWO TIER LACE,363,0.008997174441084619,0.8997
23241,366,2165,4669.55,1,TREASURE TIN GYMKHANA DESIGN,363,0.008997174441084619,0.8997
20658,368,1613,2296.43,2,RED SPOTTY LUGGAGE TAG,362,0.008972388836563724,0.8972
21584,379,3840,6187.2,2,RETROSPOT SMALL TUBE MATCHES,362,0.008972388836563724,0.8972
47567B,366,2190,11853.710000000001,1,TEA TIME KITCHEN APRON,362,0.008972388836563724,0.8972
20665,362,1366,4371.47,2,RED RETROSPOT PURSE,361,0.00894760323204283,0.8948
21356,366,1623,2070.55,1,TOAST ITS - FAIRY FLOWER,361,0.00894760323204283,0.8948
22186,361,2040,5570.16,1,RED STAR CARD HOLDER,360,0.008922817627521935,0.8923
84828,362,2516,3346.55,2,JUNGLE POPSICLES ICE LOLLY HOLDERS,360,0.008922817627521935,0.8923
22537,368,5897,2437.32,2,MAGIC DRAWING SLATE DINOSAUR,359,0.00889803202300104,0.8898
22817,359,3407,1442.49,1,CARD SUKI BIRTHDAY,359,0.00889803202300104,0.8898
22945,368,7827,7696.69,1,CHRISTMAS METAL TAGS ASSORTED,359,0.00889803202300104,0.8898
22583,371,1887,5004.0,1,PACK OF 6 HANDBAG GIFT BOXES,358,0.008873246418480146,0.8873
22063,366,2315,6391.46,1,CERAMIC BOWL WITH STRAWBERRY DESIGN,357,0.008848460813959253,0.8848
22483,357,1895,5511.370000000001,1,RED GINGHAM TEDDY BEAR,357,0.008848460813959253,0.8848
22846,357,855,13750.369999999999,2,BREAD BIN DINER STYLE RED,357,0.008848460813959253,0.8848
46000M,358,2537,3932.3500000000004,1,POLYESTER FILLER PAD 45x45cm,357,0.008848460813959253,0.8848
21810,373,7009,4455.8099999999995,1,CHRISTMAS HANGING STAR WITH BELL,356,0.008823675209438359,0.8824
22733,362,3523,4539.7699999999995,2,3D TRADITIONAL CHRISTMAS STICKERS,356,0.008823675209438359,0.8824
47580,359,1693,4395.26,1,TEA TIME DES TEA COSY,356,0.008823675209438359,0.8824
22155,371,6226,2810.7,1,STAR DECORATION RUSTIC,355,0.008798889604917464,0.8799
22544,356,9541,3825.2999999999997,1,MINI JIGSAW SPACEBOY,355,0.008798889604917464,0.8799
22810,359,2295,7041.93,1,SET OF 6 T-LIGHTS SNOWMEN,355,0.008798889604917464,0.8799
35471D,363,2251,1611.9199999999998,1,SET OF 3 BIRD LIGHT PINK FEATHER,355,0.008798889604917464,0.8799
84596G,359,2236,1460.23,1,SMALL CHOCOLATES PINK BOWL,355,0.008798889604917464,0.8799
22523,360,2185,1884.8,1,CHILDS GARDEN FORK PINK,354,0.00877410400039657,0.8774
23294,358,4392,3607.81,1,SET OF 6 SNACK LOAF BAKING CASES,354,0.00877410400039657,0.8774
23351,358,3535,4875.65,1,ROLL WRAP 50'S CHRISTMAS,354,0.00877410400039657,0.8774
84884A,354,1778,6782.8,1,ANT WHITE WIRE HEART SPIRAL,354,0.00877410400039657,0.8774
22564,354,4623,5287.650000000001,1,ALPHABET STENCIL CRAFT,353,0.008749318395875675,0.8749
22626,353,861,7379.96,1,BLACK KITCHEN SCALES,353,0.008749318395875675,0.8749
22628,354,1748,8408.48,1,PICNIC BOXES SET OF 3 RETROSPOT,353,0.008749318395875675,0.8749
22732,358,3854,5112.76,2,3D VINTAGE CHRISTMAS STICKERS,353,0.008749318395875675,0.8749
85184C,356,2294,4965.41,2,S/4 VALENTINE DECOUPAGE HEART BOX,353,0.008749318395875675,0.8749
22950,356,8333,11452.64,3,36 DOILIES VINTAGE CHRISTMAS,352,0.00872453279135478,0.8725
84969,352,998,4445.38,2,BOX OF 6 ASSORTED COLOUR TEASPOONS,352,0.00872453279135478,0.8725
20681,353,1429,4859.79,2,PINK SPOTTY CHILDS UMBRELLA,351,0.008699747186833888,0.87
21355,356,3521,4308.08,1,TOAST ITS - I LOVE YOU,351,0.008699747186833888,0.87
21911,352,2566,4120.69,1,GARDEN METAL SIGN,351,0.008699747186833888,0.87
22119,358,924,5738.47,1,PEACE WOODEN BLOCK LETTERS,351,0.008699747186833888,0.87
22693,352,17899,20499.08,1,GROW A FLYTRAP OR SUNFLOWER IN TIN,351,0.008699747186833888,0.87
21272,354,2376,3153.65,1,SALLE DE BAIN HOOK,349,0.008650175977792099,0.865
79323W,350,3004,18048.72,1,WHITE CHERRY LIGHTS,349,0.008650175977792099,0.865
22992,356,5233,10373.99,1,REVOLVER WOODEN RULER,348,0.008625390373271204,0.8625
85062,352,3971,6509.549999999999,1,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,348,0.008625390373271204,0.8625
22364,349,2061,6531.1,1,GLASS JAR DIGESTIVE BISCUITS,347,0.00860060476875031,0.8601
21625,348,1007,7234.87,1,VINTAGE UNION JACK APRON,346,0.008575819164229415,0.8576
22094,349,3592,2695.32,2,RED RETROSPOT TISSUE BOX,346,0.008575819164229415,0.8576
22815,346,3496,1496.28,1,CARD PSYCHEDELIC APPLES,346,0.008575819164229415,0.8576
22963,349,3954,3303.81,2,JAM JAR WITH GREEN LID,346,0.008575819164229415,0.8576
22576,363,3360,3041.8399999999997,1,SWALLOW WOODEN CHRISTMAS DECORATION,345,0.008551033559708522,0.8551
23192,351,3516,6114.24,1,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,345,0.008551033559708522,0.8551
75049L,353,13969,13156.31,1,LARGE CIRCULAR MIRROR MOBILE,345,0.008551033559708522,0.8551
21534,347,942,4793.66,1,DAIRY MAID LARGE MILK JUG,344,0.008526247955187628,0.8526
23077,344,10395,13695.77,1,DOUGHNUT LIP GLOSS,344,0.008526247955187628,0.8526
23311,347,2390,6488.2,1,VINTAGE CHRISTMAS STOCKING,344,0.008526247955187628,0.8526
79029,349,2944,5473.82,1,GLASS HONEYPOT WASP CATCHER,343,0.008501462350666733,0.8501
85049B,345,2136,2670.7400000000002,1,LUSH GREENS RIBBONS,343,0.008501462350666733,0.8501
20996,342,6337,1705.28,1,JAZZ HEARTS ADDRESS BOOK,341,0.008451891141624944,0.8452
21447,346,2796,3868.89,1,12 IVORY ROSE PEG PLACE SETTINGS,341,0.008451891141624944,0.8452
22350,344,2860,7952.009999999999,2,ILLUSTRATED CAT BOWL,341,0.008451891141624944,0.8452
22575,354,3168,6816.0,1,METAL MERRY CHRISTMAS WREATH,341,0.008451891141624944,0.8452
21802,343,4731,2067.58,1,CHRISTMAS TREE HEART DECORATION,340,0.00842710553710405,0.8427
21803,341,4780,2074.56,1,CHRISTMAS TREE STAR DECORATION,340,0.00842710553710405,0.8427
22525,340,1971,2803.66,1,CHILDRENS GARDEN GLOVES PINK,339,0.008402319932583155,0.8402
23581,345,5020,11581.83,1,JUMBO BAG PAISLEY PARK,338,0.008377534328062262,0.8378
85049H,342,2075,2079.69,1,URBAN BLACK RIBBONS,338,0.008377534328062262,0.8378
22133,338,2508,2304.11,1,PINK LOVE HEART SHAPE CUP,337,0.008352748723541368,0.8353
23168,342,3291,4558.67,2,CLASSIC CAFE SUGAR DISPENSER,337,0.008352748723541368,0.8353
23349,343,3221,4342.6,1,ROLL WRAP VINTAGE CHRISTMAS,337,0.008352748723541368,0.8353
21110,340,1651,7824.08,1,LARGE CAKE TOWEL PINK SPOTS,336,0.008327963119020473,0.8328
21872,338,5118,5204.74,1,GLAMOROUS MUG,336,0.008327963119020473,0.8328
21983,337,6272,1924.7199999999998,1,PACK OF 12 BLUE PAISLEY TISSUES,335,0.008303177514499578,0.8303
22154,347,7881,3396.63,1,ANGEL DECORATION 3 BUTTONS,335,0.008303177514499578,0.8303
23503,342,3643,4860.55,1,PLAYING CARDS KEEP CALM & CARRY ON,335,0.008303177514499578,0.8303
37495,336,1580,5807.6,1,FAIRY CAKE BIRTHDAY CANDLE SET,335,0.008303177514499578,0.8303
84535B,341,2711,1766.53,1,FAIRY CAKES NOTEBOOK A6 SIZE,335,0.008303177514499578,0.8303
10135,337,4271,4640.1,1,COLOURING PENCILS BROWN TUBE,334,0.008278391909978684,0.8278
21880,335,2519,1314.24,2,RED RETROSPOT TAPE,334,0.008278391909978684,0.8278
22522,339,2239,1905.81,1,CHILDS GARDEN FORK BLUE,334,0.008278391909978684,0.8278
21504,334,4973,2030.22,1,SKULLS GREETING CARD,333,0.00825360630545779,0.8254
22819,333,3379,1431.6,1,"BIRTHDAY CARD, RETRO SPOT",333,0.00825360630545779,0.8254
23188,337,3471,6447.7699999999995,2,VINTAGE 2 METER FOLDING RULER,333,0.00825360630545779,0.8254
23320,338,2661,7053.57,1,GIANT 50'S CHRISTMAS CRACKER,333,0.00825360630545779,0.8254
22091,331,3191,2508.42,1,EMPIRE TISSUE BOX,331,0.008204035096416002,0.8204
22968,331,1194,11952.26,1,ROSE COTTAGE KEEPSAKE BOX,331,0.008204035096416002,0.8204
22135,329,1661,829.43,2,MINI LADLE LOVE HEART PINK,329,0.008154463887374213,0.8154
23175,331,3160,9587.15,1,REGENCY MILK JUG PINK,329,0.008154463887374213,0.8154
84031A,332,1152,4717.25,1,CHARLIE+LOLA RED HOT WATER BOTTLE,329,0.008154463887374213,0.8154
84078A,329,1129,43921.51,1,SET/4 WHITE RETRO STORAGE CUBES,329,0.008154463887374213,0.8154
21107,330,2452,7042.950000000001,1,CREAM SLICE FLANNEL PINK SPOT,328,0.008129678282853318,0.813
22772,330,4504,6097.61,2,PINK DRAWER KNOB ACRYLIC EDWARDIAN,328,0.008129678282853318,0.813
23236,330,2493,7059.97,4,STORAGE TIN VINTAGE DOILY,327,0.008104892678332424,0.8105
23353,331,4007,3510.0499999999997,1,6 GIFT TAGS VINTAGE CHRISTMAS,327,0.008104892678332424,0.8105
21470,329,1118,4258.67,1,FLOWER VINE RAFFIA FOOD COVER,326,0.008080107073811531,0.808
22758,331,2459,2655.93,1,LARGE PURPLE BABUSHKA NOTEBOOK,326,0.008080107073811531,0.808
85017B,327,2251,1407.3899999999999,1,ENVELOPE 50 BLOSSOM IMAGES,326,0.008080107073811531,0.808
21383,331,2218,1599.53,1,PACK OF 12 STICKY BUNNIES,325,0.008055321469290637,0.8055
23275,334,3720,4521.72,1,SET OF 3 HANGING OWLS OLLIE BEAK,325,0.008055321469290637,0.8055
23583,332,3385,5497.33,1,LUNCH BAG PAISLEY PARK,325,0.008055321469290637,0.8055
85178,332,5623,6212.07,1,VICTORIAN SEWING KIT,325,0.008055321469290637,0.8055
22070,328,1848,5750.24,2,SMALL RED RETROSPOT MUG IN BOX,324,0.008030535864769742,0.8031
22796,325,819,8183.639999999999,1,PHOTO FRAME 3 CLASSIC HANGING,323,0.008005750260248847,0.8006
21471,322,1414,5125.63,1,STRAWBERRY RAFFIA FOOD COVER,322,0.007980964655727953,0.7981
21730,326,1269,6228.89,1,GLASS STAR FROSTED T-LIGHT HOLDER,322,0.007980964655727953,0.7981
23174,324,3055,12342.43,1,REGENCY SUGAR BOWL GREEN,322,0.007980964655727953,0.7981
23354,330,3740,3429.3999999999996,1,6 GIFT TAGS 50'S CHRISTMAS,322,0.007980964655727953,0.7981
22449,325,1370,4538.74,2,SILK PURSE BABUSHKA PINK,321,0.007956179051207058,0.7956
22478,321,2778,3859.69,1,BIRDHOUSE GARDEN MARKER,321,0.007956179051207058,0.7956
22757,326,2718,3116.58,1,LARGE RED BABUSHKA NOTEBOOK,321,0.007956179051207058,0.7956
16161U,320,10076,4105.92,2,WRAP SUKI AND FRIENDS,320,0.007931393446686164,0.7931
21224,324,2205,2739.45,1,SET/4 SKULL BADGES,320,0.007931393446686164,0.7931
22098,330,2894,1998.37,1,BOUDOIR SQUARE TISSUE BOX,320,0.007931393446686164,0.7931
22168,320,671,5577.93,2,ORGANISER WOOD ANTIQUE WHITE,320,0.007931393446686164,0.7931
22587,328,2177,1899.6799999999998,2,FELTCRAFT HAIRBAND RED AND BLUE,320,0.007931393446686164,0.7931
16235,323,5906,1354.5,1,RECYCLED PENCIL WITH RABBIT ERASER,319,0.007906607842165271,0.7907
20967,323,1139,4320.08,1,GREY FLORAL FELTCRAFT SHOULDER BAG,319,0.007906607842165271,0.7907
23266,337,2053,2743.82,1,SET OF 3 WOODEN STOCKING DECORATION,319,0.007906607842165271,0.7907
85049F,324,2133,2662.75,1,BABY BOOM RIBBONS,319,0.007906607842165271,0.7907
85206A,323,2351,4022.5099999999998,1,CREAM FELT EASTER EGG BASKET,319,0.007906607842165271,0.7907
22781,319,889,7251.77,1,GUMBALL MAGAZINE RACK,318,0.007881822237644377,0.7882
21158,328,2606,1827.85,1,MOODY GIRL DOOR HANGER,317,0.007857036633123482,0.7857
22970,319,4334,10140.6,1,LONDON BUS COFFEE MUG,317,0.007857036633123482,0.7857
47504K,322,2671,3135.75,1,ENGLISH ROSE GARDEN SECATEURS,317,0.007857036633123482,0.7857
85176,316,2776,2331.3799999999997,1,SEWING SUSAN 21 NEEDLE SET,316,0.007832251028602587,0.7832
20886,320,1787,3577.7999999999997,1,BOX OF 9 PEBBLE CANDLES,315,0.007807465424081694,0.7807
21773,317,1663,1936.99,1,DECORATIVE ROSE BATHROOM BOTTLE,315,0.007807465424081694,0.7807
22801,322,1363,5572.25,1,ANTIQUE GLASS PEDESTAL BOWL,315,0.007807465424081694,0.7807
22841,315,783,6106.33,2,ROUND CAKE TIN VINTAGE GREEN,315,0.007807465424081694,0.7807
22262,327,2045,1975.31,1,FELT EGG COSY CHICKEN,314,0.007782679819560799,0.7783
22275,320,1015,8403.18,1,WEEKEND BAG VINTAGE ROSE PAISLEY,314,0.007782679819560799,0.7783
22311,316,2145,6897.35,1,OFFICE MUG WARMER BLACK+SILVER,314,0.007782679819560799,0.7783
22321,314,2584,2393.22,2,BIRD DECORATION RED RETROSPOT,314,0.007782679819560799,0.7783
22744,319,1557,4392.75,1,MAKE YOUR OWN MONSOON CARD KIT,314,0.007782679819560799,0.7783
23169,315,1556,6662.84,2,CLASSIC GLASS COOKIE JAR,314,0.007782679819560799,0.7783
22592,315,1999,8035.83,1,CARDHOLDER HOLLY WREATH METAL,313,0.007757894215039905,0.7758
22740,314,13628,11670.689999999999,3,POLKADOT PEN,313,0.007757894215039905,0.7758
84568,313,37134,7817.91,1,GIRLS ALPHABET IRON ON PATCHES,313,0.007757894215039905,0.7758
85132C,314,2073,5927.29,1,CHARLIE AND LOLA FIGURES TINS,313,0.007757894215039905,0.7758
22081,314,1573,2805.5099999999998,1,RIBBON REEL FLORA + FAUNA,312,0.00773310861051901,0.7733
22272,316,1396,3928.01,1,FELTCRAFT DOLL MARIA,312,0.00773310861051901,0.7733
21557,313,953,3251.04,1,SET OF 6 FUNKY BEAKERS,311,0.0077083230059981165,0.7708
21012,312,2362,4450.7,1,ANTIQUE ALL GLASS CANDLESTICK,310,0.007683537401477222,0.7684
22425,311,866,4401.8,2,ENAMEL COLANDER CREAM,310,0.007683537401477222,0.7684
15039,311,5117,4360.03,1,SANDALWOOD FAN,309,0.007658751796956327,0.7659
22566,314,2890,2422.1499999999996,2,FELTCRAFT HAIRBAND PINK AND PURPLE,309,0.007658751796956327,0.7659
22676,311,1845,2488.77,2,FRENCH BLUE METAL DOOR SIGN 1,309,0.007658751796956327,0.7659
23247,309,2194,6681.25,1,BISCUIT TIN 50'S CHRISTMAS,309,0.007658751796956327,0.7659
21913,309,1155,4423.2,1,VINTAGE SEASIDE JIGSAW PUZZLES,308,0.007633966192435434,0.7634
22167,309,696,6144.36,2,OVAL WALL MIRROR DIAMANTE,308,0.007633966192435434,0.7634
21245,311,2577,4285.26,2,GREEN POLKADOT PLATE,307,0.007609180587914539,0.7609
21463,306,1370,7593.76,1,MIRRORED DISCO BALL,306,0.007584394983393645,0.7584
22586,311,2122,1848.9399999999998,1,FELTCRAFT HAIRBAND PINK AND BLUE,306,0.007584394983393645,0.7584
20733,306,1957,1477.7,1,GOLD MINI TAPE MEASURE,305,0.007559609378872751,0.756
21486,308,1152,3786.5499999999997,1,PINK HEART DOTS HOT WATER BOTTLE,305,0.007559609378872751,0.756
22134,306,2373,1057.1499999999999,2,MINI LADLE LOVE HEART RED,305,0.007559609378872751,0.756
22807,310,1412,4213.47,1,SET OF 6 T-LIGHTS TOADSTOOLS,305,0.007559609378872751,0.756
23172,305,3861,6344.409999999999,1,REGENCY TEA PLATE PINK,305,0.007559609378872751,0.756
23350,311,2712,3445.08,1,ROLL WRAP VINTAGE SPOT,305,0.007559609378872751,0.756
85039A,305,1531,1910.4599999999998,1,SET/4 RED MINI ROSE CANDLE IN BOWL,305,0.007559609378872751,0.756
22582,311,2540,6380.71,1,PACK OF 6 SWEETIE GIFT BOXES,304,0.0075348237743518565,0.7535
22696,311,1476,2918.8199999999997,1,WICKER WREATH LARGE,304,0.0075348237743518565,0.7535
22767,306,1022,9667.76,1,TRIPLE PHOTO FRAME CORNICE,304,0.0075348237743518565,0.7535
22897,305,1972,2921.01,2,OVEN MITT APPLES DESIGN,304,0.0075348237743518565,0.7535
84279P,305,1153,4525.55,1,CHERRY BLOSSOM DECORATIVE FLASK,304,0.0075348237743518565,0.7535
21865,306,902,2102.46,1,PINK UNION JACK PASSPORT COVER,303,0.007510038169830962,0.751
21947,309,1691,2326.59,1,SET OF 6 HEART CHOPSTICKS,303,0.007510038169830962,0.751
22095,312,3368,3628.17,1,LADS ONLY TISSUE BOX,303,0.007510038169830962,0.751
22231,306,2163,2753.08,1,JIGSAW TREE WITH BIRDHOUSE,302,0.007485252565310068,0.7485
22284,307,2478,4040.8999999999996,1,HEN HOUSE DECORATION,302,0.007485252565310068,0.7485
22535,305,4461,1865.86,2,MAGIC DRAWING SLATE BUNNIES,302,0.007485252565310068,0.7485
70006,309,4476,4229.62,1,LOVE HEART POCKET WARMER,302,0.007485252565310068,0.7485
22674,304,2394,2978.84,1,FRENCH TOILET SIGN BLUE METAL,301,0.007460466960789174,0.746
22251,303,1884,2335.15,1,BIRDHOUSE DECORATION MAGIC GARDEN,300,0.007435681356268279,0.7436
22704,300,8803,3617.26,1,WRAP RED APPLES,300,0.007435681356268279,0.7436
22814,300,2771,1168.84,1,CARD PARTY GAMES,300,0.007435681356268279,0.7436
84849B,301,1972,3309.99,1,FAIRY SOAP SOAP HOLDER,300,0.007435681356268279,0.7436
21556,303,1626,4305.45,1,CERAMIC STRAWBERRY MONEY BOX,299,0.0074108957517473855,0.7411
21564,300,1967,4577.620000000001,1,PINK HEART SHAPE LOVE BUCKET,299,0.0074108957517473855,0.7411
22148,305,3237,6480.29,1,EASTER CRAFT 4 CHICKS,299,0.0074108957517473855,0.7411
23254,301,1703,6903.110000000001,2,CHILDRENS CUTLERY DOLLY GIRL,299,0.0074108957517473855,0.7411
23264,314,1963,2690.81,1,SET OF 3 WOODEN SLEIGH DECORATIONS,299,0.0074108957517473855,0.7411
21991,301,1118,1966.07,1,BOHEMIAN COLLAGE STATIONERY SET,298,0.007386110147226491,0.7386
22440,306,8586,3425.87,1,BALLOON WATER BOMB PACK OF 35,298,0.007386110147226491,0.7386
22524,300,1940,2736.2,1,CHILDRENS GARDEN GLOVES BLUE,298,0.007386110147226491,0.7386
22741,299,10721,9248.689999999999,1,FUNKY DIVA PEN,298,0.007386110147226491,0.7386
22892,298,3556,4367.06,2,SET OF SALT AND PEPPER TOADSTOOLS,298,0.007386110147226491,0.7386
23196,304,1872,2842.24,4,VINTAGE LEAF MAGNETIC NOTEPAD,298,0.007386110147226491,0.7386
10133,297,3871,2402.97,1,COLOURING PENCILS BROWN TUBE,297,0.007361324542705596,0.7361
21867,311,1166,1591.6299999999999,1,PINK UNION JACK LUGGAGE TAG,297,0.007361324542705596,0.7361
22099,306,2144,1614.23,1,CARAVAN SQUARE TISSUE BOX,297,0.007361324542705596,0.7361
22372,298,616,3149.75,1,AIRLINE BAG VINTAGE WORLD CHAMPION,297,0.007361324542705596,0.7361
22597,303,4653,2808.99,2,MUSICAL ZINC HEART DECORATION,297,0.007361324542705596,0.7361
22721,298,1020,4671.81,1,SET OF 3 CAKE TINS SKETCHBOOK,297,0.007361324542705596,0.7361
23082,303,2328,8558.76,1,SET 6 PAPER TABLE LANTERN HEARTS,297,0.007361324542705596,0.7361
47591B,298,1117,1820.85,2,SCOTTIES CHILDRENS APRON,297,0.007361324542705596,0.7361
20985,305,2386,3070.5099999999998,1,HEART CALCULATOR,296,0.007336538938184703,0.7337
22153,306,5793,2512.57,1,ANGEL DECORATION STARS ON DRESS,296,0.007336538938184703,0.7337
21215,299,4497,2603.4500000000003,1,IVORY PAPER CUP CAKE CASES,295,0.007311753333663808,0.7312
21896,298,2395,4975.610000000001,1,POTTING SHED TWINE,295,0.007311753333663808,0.7312
22375,296,609,3079.58,1,AIRLINE BAG VINTAGE JET SET BROWN,295,0.007311753333663808,0.7312
22436,300,4273,2724.75,1,12 COLOURED PARTY BALLOONS,295,0.007311753333663808,0.7312
22723,298,1164,4262.820000000001,1,SET OF 6 HERB TINS SKETCHBOOK,295,0.007311753333663808,0.7312
21818,319,4390,2714.35,2,GLITTER CHRISTMAS HEART,294,0.007286967729142914,0.7287
22775,301,3745,5333.81,2,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,294,0.007286967729142914,0.7287
23323,302,1469,3146.78,1,WHITE WICKER STAR,294,0.007286967729142914,0.7287
72800E,304,1436,2734.87,1,4 IVORY DINNER CANDLES SILVER FLOCK,294,0.007286967729142914,0.7287
85064,294,1785,8305.210000000001,1,CREAM SWEETHEART LETTER RACK,294,0.007286967729142914,0.7287
21361,295,580,7660.82,1,LOVE LARGE WOOD LETTERS,293,0.007262182124622019,0.7262
21588,298,3390,7848.0,2,RETROSPOT GIANT TUBE MATCHES,293,0.007262182124622019,0.7262
22210,301,1615,1949.6899999999998,1,WOOD STAMP SET BEST WISHES,293,0.007262182124622019,0.7262
22211,300,1535,2028.9499999999998,1,WOOD STAMP SET FLOWERS,293,0.007262182124622019,0.7262
23265,305,1769,2404.79,1,SET OF 3 WOODEN TREE DECORATIONS,293,0.007262182124622019,0.7262
85042,296,2685,12234.56,1,ANTIQUE LILY FAIRY LIGHTS,292,0.0072373965201011255,0.7237
22074,295,2161,2224.5899999999997,1,6 RIBBONS SHIMMERING PINKS,291,0.007212610915580231,0.7213
22650,294,1839,2802.37,1,CERAMIC PIRATE CHEST MONEY BANK,291,0.007212610915580231,0.7213
22980,294,2363,3910.0099999999998,1,PANTRY SCRUBBING BRUSH,291,0.007212610915580231,0.7213
23126,293,1109,5532.04,3,FELTCRAFT GIRL AMELIE KIT,291,0.007212610915580231,0.7213
47599B,294,3567,6820.04,1,BLUE PARTY BAGS,291,0.007212610915580231,0.7213
22025,291,3987,1650.93,1,RING OF ROSES BIRTHDAY CARD,290,0.007187825311059336,0.7188
22610,291,12721,5146.44,1,PENS ASSORTED FUNNY FACE,290,0.007187825311059336,0.7188
21069,292,5148,5474.43,1,VINTAGE BILLBOARD TEA MUG,289,0.007163039706538443,0.7163
21472,291,1065,4111.57,1,LADYBIRD + BEE RAFFIA FOOD COVER,289,0.007163039706538443,0.7163
22497,290,946,4345.08,1,SET OF 2 TINS VINTAGE BATHROOM,289,0.007163039706538443,0.7163
21126,292,2339,2367.98,1,SET OF 6 GIRLS CELEBRATION CANDLES,288,0.007138254102017548,0.7138
21677,288,2176,1909.2099999999998,1,HEARTS STICKERS,288,0.007138254102017548,0.7138
21749,288,5661,10997.820000000002,2,LARGE RED RETROSPOT WINDMILL,288,0.007138254102017548,0.7138
21162,289,2404,1660.6899999999998,1,TOXIC AREA DOOR HANGER,287,0.007113468497496654,0.7113
22565,291,2125,1936.9599999999998,2,FELTCRAFT HAIRBANDS PINK AND WHITE,287,0.007113468497496654,0.7113
22651,289,3249,2806.44,1,GENTLEMAN SHIRT REPAIR KIT,287,0.007113468497496654,0.7113
22800,287,1206,4905.87,1,ANTIQUE TALL SWIRLGLASS TRINKET POT,287,0.007113468497496654,0.7113
23332,296,2059,3542.7099999999996,1,IVORY WICKER HEART LARGE,287,0.007113468497496654,0.7113
21590,295,3448,4141.28,1,KINGS CHOICE CIGAR BOX MATCHES,286,0.00708868289297576,0.7089
22434,292,2579,4795.89,1,BALLOON PUMP WITH 10 BALLOONS,286,0.00708868289297576,0.7089
21207,286,3617,5627.24,1,SKULL AND CROSSBONES GARLAND,285,0.007063897288454865,0.7064
22068,287,1124,2015.86,1,BLACK PIRATE TREASURE CHEST,285,0.007063897288454865,0.7064
22959,286,9751,3987.42,2,WRAP CHRISTMAS VILLAGE,285,0.007063897288454865,0.7064
22731,287,3054,4090.66,2,3D CHRISTMAS STAMPS STICKERS,284,0.007039111683933971,0.7039
22946,285,990,15451.32,1,WOODEN ADVENT CALENDAR CREAM,284,0.007039111683933971,0.7039
84031B,289,868,3440.62,1,CHARLIE LOLA BLUE HOT WATER BOTTLE,284,0.007039111683933971,0.7039
22312,286,1312,4516.700000000001,1,OFFICE MUG WARMER POLKADOT,283,0.007014326079413077,0.7014
22354,284,2257,8563.31,2,RETROSPOT PADDED SEAT CUSHION,283,0.007014326079413077,0.7014
22639,289,1673,4082.24,1,SET OF 4 NAPKIN CHARMS HEARTS,283,0.007014326079413077,0.7014
22677,284,1589,2158.09,2,FRENCH BLUE METAL DOOR SIGN 2,283,0.007014326079413077,0.7014
22938,286,3746,7006.299999999999,1,CUPCAKE LACE PAPER SET 6,283,0.007014326079413077,0.7014
72802C,286,2227,6251.23,1,VANILLA SCENT CANDLE JEWELLED BOX,283,0.007014326079413077,0.7014
21775,283,882,1346.37,1,DECORATIVE FLORE BATHROOM BOTTLE,282,0.006989540474892183,0.699
22445,292,1312,4025.5700000000006,2,PENCIL CASE LIFE IS BEAUTIFUL,282,0.006989540474892183,0.699
22476,283,1356,5416.32,1,EMPIRE UNION JACK TV DINNER TRAY,282,0.006989540474892183,0.699
22477,283,2433,3385.5299999999997,1,WATERING CAN GARDEN MARKER,282,0.006989540474892183,0.699
23367,285,3278,2491.2000000000003,1,SET 12 COLOUR PENCILS SPACEBOY,282,0.006989540474892183,0.699
22118,286,816,3953.9,1,JOY WOODEN BLOCK LETTERS,281,0.006964754870371288,0.6965
