Invoice,Fingerprint,TransactionCopies,SourceSheetCount,RowsPerCopy,UniqueItemsPerCopy,InvoiceStart,InvoiceEnd,RedundantTransactionCopies,RedundantRows
536638,f1e1770efa676f1ae0b6aa5d4bc3d693a67b3a773d08324d6a22217e56977b14,2,2,63,63,2010-12-02 11:41:00,2010-12-02 11:41:00,1,63
536639,db331cc4421fb9f192009b640539ceea3d0a87541c92bbe460b803feef91c3c5,2,2,16,16,2010-12-02 11:45:00,2010-12-02 11:45:00,1,16
536640,a3c5ff71ddf6932a2a0b8e40b2c999b3a07cc53f1a07837e96fca3d30181e52d,2,2,11,11,2010-12-02 11:45:00,2010-12-02 11:45:00,1,11
536641,7cf73c0a622bc664117058413835f7a10bc5ee35412c7d40c06963f813bc9fc0,2,2,1,1,2010-12-02 11:46:00,2010-12-02 11:46:00,1,1
536643,52b42ad5e55d048b78346017d6a66cb5171567aa0e9d2e80a5108c18dec5a0fc,2,2,27,26,2010-12-02 11:57:00,2010-12-02 11:57:00,1,27
536663,7cb9a186873b83c9bdf720ac38b57df25f5f3f2b397843c03d1fd6c67081ff19,2,2,6,6,2010-12-02 12:07:00,2010-12-02 12:07:00,1,6
536667,9c9864de99e2b22669ae0cf5e10fdf32358315ca1152a26badd24c79373d6248,2,2,16,16,2010-12-02 12:09:00,2010-12-02 12:09:00,1,16
536670,273c5d2c6454d7eba591ad35f9a78645fec58e7bdadfa1e207f33feb7d9ccfa5,2,2,1,1,2010-12-02 12:09:00,2010-12-02 12:09:00,1,1
536671,636e3b133099794a58332a3c7fa41dedd9fd4dfa344349e0ea2cfcb3017f3311,2,2,5,5,2010-12-02 12:10:00,2010-12-02 12:10:00,1,5
536672,9f7c305b1217fae849515ca8f2064ca8876f18fdef0e0d289d7e52985b208410,2,2,4,4,2010-12-02 12:10:00,2010-12-02 12:10:00,1,4
536673,7c263c40c212193c0fedf95f0ddbccaa042e6c1b6282f745e45c3b460a66ce67,2,2,8,8,2010-12-02 12:11:00,2010-12-02 12:11:00,1,8
536674,bac560fcee3627d88ff0af1dee7010cd40f8f750e219b3e232b9fa2d23696cfe,2,2,21,21,2010-12-02 12:16:00,2010-12-02 12:16:00,1,21
536676,c63c242cffbedef6f203484311c61601864a176604a8c534ec02283f4a6db885,2,2,9,9,2010-12-02 12:18:00,2010-12-02 12:18:00,1,9
536681,55e2c61b0220efc8932dfdfddd15188b605c4fb0853df8ab4321e1e0170a1885,2,2,13,13,2010-12-02 12:22:00,2010-12-02 12:22:00,1,13
536685,af8deb0b5b29032845e9b3aa59f890b1f2f25fa0ad14d98c0df97a64aa0217ac,2,2,17,17,2010-12-02 12:23:00,2010-12-02 12:23:00,1,17
536688,9c25042bd7224420ddff9d978c13f961854d8d564726f0c7434050aed1e7aebf,2,2,2,2,2010-12-02 12:24:00,2010-12-02 12:24:00,1,2
536690,7f8836ac2fec9bcb1c02591630bc9f4b58b201e988a0759e09dfdcf09d6eb17b,2,2,17,17,2010-12-02 12:25:00,2010-12-02 12:25:00,1,17
536693,f3f465a5dfc0ca3e13ee674da820469a84b5c3a94dc8d4968bc605fa3ee90f77,2,2,2,2,2010-12-02 12:26:00,2010-12-02 12:26:00,1,2
536698,732d694fb4be084fec71290ada1b271203a3628ebf90f96a2f21351037c0de55,2,2,16,16,2010-12-02 12:28:00,2010-12-02 12:28:00,1,16
536707,949f1909cf69baebe9af9096456ceab12c710f2b882b9286dfca116422262acc,2,2,13,13,2010-12-02 12:33:00,2010-12-02 12:33:00,1,13
536732,4ff735338287a208e8a727054942e7efcd3ca8fca93fa614e5cde7f878eaa419,2,2,26,26,2010-12-02 12:47:00,2010-12-02 12:47:00,1,26
536733,0704a705dee6d02061f426360d7e09a0ef6690333da176d69c9407112f7baf69,2,2,14,14,2010-12-02 12:50:00,2010-12-02 12:50:00,1,14
536735,8e75f6dcbdda3a58bdd11e5f56234c68d4390a40135e722894d8f2f2b024b4ca,2,2,1,1,2010-12-02 12:58:00,2010-12-02 12:58:00,1,1
536736,02ed9ef4863a333890e531d983a7e17d6b272896b8d43f7f1691285bc6f7789a,2,2,5,5,2010-12-02 12:59:00,2010-12-02 12:59:00,1,5
536738,c61ec90683573281680ab7b9af58279f0e1f086fbe044c2e054d22702a0b55a8,2,2,7,7,2010-12-02 13:06:00,2010-12-02 13:06:00,1,7
536739,c6d1cdd600b76dd4db7673d157c2ab8e03f6ed628dd36eaf4a9c41244a2d2370,2,2,12,12,2010-12-02 13:08:00,2010-12-02 13:08:00,1,12
536740,3b3f09bd4346128bcc5c2b98764c4916a353180d236b46f044179df211527d14,2,2,7,7,2010-12-02 13:08:00,2010-12-02 13:08:00,1,7
536741,61ba1c0a1668bbbe523e3444868fa92bf682cb6b6264a973ebe152ab5e8946f2,2,2,15,15,2010-12-02 13:11:00,2010-12-02 13:11:00,1,15
536742,5a0023d6eae416f7ac163aea19dde4bbb31cba410e31095ec6fd9a7593586aaa,2,2,49,48,2010-12-02 13:14:00,2010-12-02 13:14:00,1,49
536743,baca0f108b3b339be54d8ed14dcafa2d8b96427063124e73e8b518f2993aa863,2,2,35,35,2010-12-02 13:32:00,2010-12-02 13:32:00,1,35
536744,7e8a629cf301023283df90510f803f13f0c5208207c5842499805e326333e630,2,2,10,10,2010-12-02 13:36:00,2010-12-02 13:36:00,1,10
536745,5fd2b43b4e9f7449bb0b62e4ba499cd9be51091328e9cd3734ab419f5db76aa7,2,2,10,10,2010-12-02 13:38:00,2010-12-02 13:38:00,1,10
536746,940933dd00aef47593d0f62e17fe20689bd6b98c8d212696ba53bc201d82cf9e,2,2,13,13,2010-12-02 13:39:00,2010-12-02 13:39:00,1,13
536747,ad9ed11d8890c04b09135132f3ce3baae1e427d9d956d03246262073f4143ee8,2,2,12,12,2010-12-02 13:44:00,2010-12-02 13:44:00,1,12
536748,fcb341622cef73a47eb673ffe00cbe0a211e798279fcfd9aee97528341dde0da,2,2,5,5,2010-12-02 13:45:00,2010-12-02 13:45:00,1,5
536749,d63040a28fa397b7193c37eb633f1754e14b4f40c86085cd2e3c537f9fdf85a9,2,2,57,56,2010-12-02 13:49:00,2010-12-02 13:49:00,1,57
536750,eccab08aa91bfecaa7ddd6d35ba9f8aa892664d5a1e825500b30f72966586f2a,2,2,19,19,2010-12-02 14:04:00,2010-12-02 14:04:00,1,19
536751,a824ef6a2079d4b671becd8c92848f0016efc59ddea52d2fa39ac57f5a541ca3,2,2,2,2,2010-12-02 14:05:00,2010-12-02 14:05:00,1,2
536752,52de753fa7316deae1ccd22e23be85fc6b651f052c80f47d3e7f9a56666abc27,2,2,19,19,2010-12-02 14:06:00,2010-12-02 14:06:00,1,19
536753,62d0f3b903e51f2e21b23f04b4a19cd8041f93b315533aa66720fc0e1c46f6f3,2,2,2,2,2010-12-02 14:07:00,2010-12-02 14:07:00,1,2
536754,152b8adc63178f0d35ecfb0af158331b510d12d684f2fc0cc3d3dbed4a9f1753,2,2,50,50,2010-12-02 14:09:00,2010-12-02 14:09:00,1,50
536755,05b48451c896a3ad5a2244b5efc829ab0389d0faa08320b25ac66c25a23332a2,2,2,15,15,2010-12-02 14:14:00,2010-12-02 14:14:00,1,15
536756,6e84309ac7770e64512f9e072f61e6557bc7c5117bebd8c24fc28f2835434b8e,2,2,19,19,2010-12-02 14:23:00,2010-12-02 14:23:00,1,19
536759,57b9511ca346ab87789c761f84ee26fd253a22036f02e058dbf0699af3c1cbbd,2,2,17,17,2010-12-02 14:26:00,2010-12-02 14:26:00,1,17
536761,9c5100238bc91950e324437dbd6cd14a9b2ae9a23e80c19beb82eeda7a496810,2,2,7,7,2010-12-02 14:30:00,2010-12-02 14:30:00,1,7
536762,0e9b17109146c77478ab0a523e50cd7c120b1f1ced46d52e29c39e662e1c249c,2,2,20,20,2010-12-02 14:40:00,2010-12-02 14:40:00,1,20
536763,e43af282ec21bcbb03a47cf951154ceea76cd1d65c9a8ffc48dc1c65382580ef,2,2,12,12,2010-12-02 14:42:00,2010-12-02 14:42:00,1,12
536769,f2d7575b35dddee697d34b910baf3f1bce527364eb9aef4cdc12b8fd3021200d,2,2,31,31,2010-12-02 14:47:00,2010-12-02 14:47:00,1,31
536771,a9c1f0a69ddcada012b08dd731ec3585894647e7e71b7fc8c8f69492ddacaddf,2,2,7,7,2010-12-02 14:49:00,2010-12-02 14:49:00,1,7
536777,9d3039326d2a9997928452328c047badf9c96ac9712ab16050d78fe2fb369b54,2,2,5,5,2010-12-02 15:00:00,2010-12-02 15:00:00,1,5
536778,9b48212155215aa0d580528e2306f9f941715ea08e288de178567859b831727a,2,2,14,14,2010-12-02 15:03:00,2010-12-02 15:03:00,1,14
536780,080da8468c0e27af8484ff4f7c1927e09b433c2208463e1346cdd28a79f9e0f4,2,2,4,4,2010-12-02 15:09:00,2010-12-02 15:09:00,1,4
536781,83754db99961edc934ce442142cd38104665a80f7cbb8d607361b808de0d716d,2,2,1,1,2010-12-02 15:14:00,2010-12-02 15:14:00,1,1
536782,ac9eb86ddb4ee3d44203434ea33173cefce430666a7569bd7e470fdf9ee701ac,2,2,27,27,2010-12-02 15:18:00,2010-12-02 15:18:00,1,27
536783,99caccc0e713cdbec1484cf5c125ff411c912038edeefa78f947c6ed0fc43dbd,2,2,38,38,2010-12-02 15:19:00,2010-12-02 15:19:00,1,38
536784,0d6945875d17347f7e42a1bea66effd250200ee642ad59c269fd18f2100f567e,2,2,25,25,2010-12-02 15:20:00,2010-12-02 15:20:00,1,25
536785,96f592d8a40b917601e91e457bef85e440a05da6f88155270cee59915c3d2823,2,2,6,6,2010-12-02 15:22:00,2010-12-02 15:22:00,1,6
536786,a8596ddbb89b800d3837df5088d9e099ecec20e0452b82e4bbcfcaccde51ea4e,2,2,2,2,2010-12-02 15:23:00,2010-12-02 15:23:00,1,2
536787,ae8900a2641a3ac6e287ab3de199ee185a8f049f6d57edba71984e6f0bdee4cd,2,2,13,13,2010-12-02 15:24:00,2010-12-02 15:24:00,1,13
536788,b33790f1ff2735eab91fbe371b56695f0894811229ab790567ae8391cd3018c2,2,2,1,1,2010-12-02 15:25:00,2010-12-02 15:25:00,1,1
536789,856b617019611a5e341f252b3f8443beaf53f360c44c1a48fba26b99605340c9,2,2,2,2,2010-12-02 15:25:00,2010-12-02 15:25:00,1,2
536790,9f75dd7f1347ce7eb5d2179eba64b0f50d31c6d5b6872044279859d94c603852,2,2,17,17,2010-12-02 15:26:00,2010-12-02 15:26:00,1,17
536791,cf2ef7c974271610e3a1871e0de0fd42b5d1c8e58962c8665077eee2358d9df1,2,2,2,2,2010-12-02 15:27:00,2010-12-02 15:27:00,1,2
536792,b0435cda72343c52adf408c1a8da8282d24f95061273e7b8ad631f92b8e1e285,2,2,1,1,2010-12-02 15:28:00,2010-12-02 15:28:00,1,1
536793,c3f74af8b3ea4f443984275e9ec38b8b5b30868a783b3ec61b0b6ffe5df0a6fd,2,2,11,11,2010-12-02 15:39:00,2010-12-02 15:39:00,1,11
536794,9c7118db379adb1dd0e3c05d43713c5b1bad41e30fae72e4c893a50bdac3060e,2,2,4,4,2010-12-02 15:40:00,2010-12-02 15:40:00,1,4
536795,5729e7cf21a1216e288165114e2f440bcde2d19794d074717dd9ca3438ed3ff5,2,2,7,7,2010-12-02 15:40:00,2010-12-02 15:40:00,1,7
536796,b2edc6b0afa90845e3ea11f67b4c7f412d681822bcea3ae4a242bb032d03a464,2,2,105,96,2010-12-02 15:46:00,2010-12-02 15:46:00,1,105
536797,001f4c21ea2aff8ae1cbecc003b95d17eb856167bee123823b4f2e85fa2cb251,2,2,6,6,2010-12-02 15:49:00,2010-12-02 15:49:00,1,6
536798,f0ecaf7426dc87d4fb2101713d6dda0c92537a2025452da71c839f2f4c0a406e,2,2,29,29,2010-12-02 15:55:00,2010-12-02 15:55:00,1,29
536799,3db3169819ebf1564e6a89798fa0ef768a4dcdd745e539c222fce77b7cbb9c02,2,2,18,18,2010-12-02 16:00:00,2010-12-02 16:00:00,1,18
536800,deed91cac62f308d530a77b170bbbfe41357849d0bb948c1e12744e111e972b8,2,2,19,19,2010-12-02 16:12:00,2010-12-02 16:12:00,1,19
536801,4b69ae0f0d136363d9bd591881382c3681263328a17b20b7066571a9448c7223,2,2,14,14,2010-12-02 16:12:00,2010-12-02 16:12:00,1,14
536802,f8f2a186d65fc5fecee4df0ef67634802c73b4602eec7b48d07d14fba0ea4635,2,2,8,8,2010-12-02 16:29:00,2010-12-02 16:29:00,1,8
536803,cf1526802d12bd351f50c0fc11f138a7791a477db0e5a5fb9f049050e4256c70,2,2,1,1,2010-12-02 16:33:00,2010-12-02 16:33:00,1,1
536804,672ef9c3a61f6b20e8941243326e682a553624db1df78f9b2a9f4da25e25166c,2,2,25,25,2010-12-02 16:34:00,2010-12-02 16:34:00,1,25
536805,20ade072d7f3aa3b73406352ff97c01635e3cf948970c5d5154e7ede693607d5,2,2,20,20,2010-12-02 16:38:00,2010-12-02 16:38:00,1,20
536806,8a05be9374800e240eeeb49a1ce5ce84602ea04ff3fd58e06b6b0ead68e0f200,2,2,5,5,2010-12-02 16:42:00,2010-12-02 16:42:00,1,5
536808,6de35ac9ca7d97af15ed67526b82b752ebdda0664fa5100d683d44cb63592053,2,2,12,12,2010-12-02 16:46:00,2010-12-02 16:46:00,1,12
536809,1677e4c13ead5528d29c3a4b01f797a7a4efbe352750d93b0b6130abfeeb3e66,2,2,1,1,2010-12-02 16:48:00,2010-12-02 16:48:00,1,1
536810,81ba48d2f5c7726cfc5429e0ea78f3c5db3b3cbdef1280e86173f3ba1de31e09,2,2,1,1,2010-12-02 16:50:00,2010-12-02 16:50:00,1,1
536811,7fa970aae7b9dda89571aeab3b52d069481700c0648ab97706a71b6dc30c8144,2,2,1,1,2010-12-02 16:51:00,2010-12-02 16:51:00,1,1
536813,bce41b6267fba0d22f5c5b4e47b737f8c19d137e6b308dd587022360f68bde27,2,2,17,17,2010-12-02 16:59:00,2010-12-02 16:59:00,1,17
536819,b659a2c3aadef9626602f983be9d6e54bea4e7bb3e997f3095736898bdd9b8ea,2,2,17,17,2010-12-02 17:12:00,2010-12-02 17:12:00,1,17
536821,b969a91d80891b2f0710295d03aa68dc180ca4283cff1aa68760a87319abcd57,2,2,23,23,2010-12-02 17:17:00,2010-12-02 17:17:00,1,23
536823,9d0be83626dc41eb773b67ebc2114bb31294cef6b36d5a6aafed123cb15312f8,2,2,3,3,2010-12-02 17:22:00,2010-12-02 17:22:00,1,3
536824,ed31c25dfdefc1ceac75f2602671fe788f128271a0c721b0ec30757d0f4ffff0,2,2,1,1,2010-12-02 17:24:00,2010-12-02 17:24:00,1,1
536830,e0751ef035520daef8fe46e3f438d1ca131557e4956c9d5fd55279596ad7fc7b,2,2,2,2,2010-12-02 17:38:00,2010-12-02 17:38:00,1,2
536831,ca9dcf7c088360984c57cb5c3fd46f442986313d41eb4c313ca3ccb37ab29bea,2,2,4,4,2010-12-02 17:40:00,2010-12-02 17:40:00,1,4
536832,14cee894687cd7ca4ec3c3c0246b9cba7c48c443ff8d025d57d743f2bf580628,2,2,8,8,2010-12-02 17:41:00,2010-12-02 17:41:00,1,8
536833,ad41c9bdb0686c4e416bb8c050efaab7ddd70e3f200666d2879d6d0e5f94a99d,2,2,29,29,2010-12-02 17:48:00,2010-12-02 17:48:00,1,29
536834,fee46993be83a103202cfece728be0e809a8ec8c904fcb61f63ceeeaefab6c89,2,2,1,1,2010-12-02 17:51:00,2010-12-02 17:51:00,1,1
536835,a5ddd5723c166f62d758c15b5981ec947c27771d0a9fbfe01770f1325f13047f,2,2,1,1,2010-12-02 18:06:00,2010-12-02 18:06:00,1,1
536836,0449573d77040dc30dae639cf60b2ece5b9c38cf64ca896d259a48a78cc7f9c0,2,2,27,26,2010-12-02 18:08:00,2010-12-02 18:08:00,1,27
536837,67e979f6cbad70f98f32791ecc7a0789c83ee6d34a9b7a679cad87e8c5a641aa,2,2,27,27,2010-12-02 18:15:00,2010-12-02 18:15:00,1,27
536838,bec60bf81e06a8a0814ab8221c3a7f4337eef6238892794c4303a7966e4f1c6e,2,2,3,3,2010-12-02 18:23:00,2010-12-02 18:23:00,1,3
536839,70cff4aed2dc0a3d5ef179adc77300c4f1fb5ac131c7dcf1c3e8244654f14594,2,2,16,16,2010-12-02 18:25:00,2010-12-02 18:25:00,1,16
536840,ad6f726bb4510ff4b94c34722cb5c9f050894f24a9dff1a22d1489e3b41cda54,2,2,10,10,2010-12-02 18:27:00,2010-12-02 18:27:00,1,10
536841,fdb5239c1d235525c87c4355d374904b84bb8c6a1979dfe456258125d038343a,2,2,22,22,2010-12-02 18:27:00,2010-12-02 18:27:00,1,22
536842,c825e49959ea582dca22a4ca2cdac0b1580bca9899e145d3d2746f5604f6ca0e,2,2,11,11,2010-12-02 18:45:00,2010-12-02 18:45:00,1,11
536843,3da7cbca230603150011629aa541ec899e4e99d1d2c2bfd15c194ab01c741e46,2,2,2,2,2010-12-02 18:46:00,2010-12-02 18:46:00,1,2
536844,4bf33ff464069109f57515f7be70142ac6f5a4bb56aae720b1c69bbf6b42c47f,2,2,3,3,2010-12-02 18:49:00,2010-12-02 18:49:00,1,3
536845,7d2857289b8aadd5825a2a539d51094b70623a754d84c4915310e359adcf516c,2,2,29,28,2010-12-02 19:18:00,2010-12-02 19:18:00,1,29
536846,60d1bbe6ca98aad5d8dd7e5a9dd2ad9b75e8686bcdd228618275d97eed5d0f44,2,2,70,68,2010-12-02 19:59:00,2010-12-02 19:59:00,1,70
536847,4f8c4351dfe1b295c1b85ccf8f89674884b81c7ab28541d53c6a331d791bbc04,2,2,9,9,2010-12-03 09:31:00,2010-12-03 09:31:00,1,9
536848,415d482c06c40cd965ffc5ff1344d19e9649eea5d9bc1d98ae453fbc896be64a,2,2,3,3,2010-12-03 09:39:00,2010-12-03 09:39:00,1,3
536849,677986acb0d6cdd1389613027630cd082b149363a177e3f1863f2ac46716b9ab,2,2,3,3,2010-12-03 09:45:00,2010-12-03 09:45:00,1,3
536851,cf7488dc86d28fe681a4de269f2701003b8fe628900da1e7eab945a3a2c936e3,2,2,15,15,2010-12-03 09:49:00,2010-12-03 09:49:00,1,15
536852,d46abac73de140b87a4471356621acc27267fc52e6af66a1803e2fa18268f035,2,2,6,6,2010-12-03 09:51:00,2010-12-03 09:51:00,1,6
536856,f388fb7e8f29bb4f8b9b65d1e95a8b88b2c3403f0a8f72fbe90b34bc20a60d61,2,2,39,39,2010-12-03 10:26:00,2010-12-03 10:26:00,1,39
536857,dbdd100661e39b0708db5337df65d8d1f920af87a55ba4aefc35be21c379ab66,2,2,17,17,2010-12-03 10:33:00,2010-12-03 10:33:00,1,17
536858,c3c1fa165634cdcec207affd3ec5bc363e4b2a424dbfeb5ac911d7446ffe8a92,2,2,5,5,2010-12-03 10:36:00,2010-12-03 10:36:00,1,5
536859,beaeb76ee11765ef3f9018bea4b221713c02db95d312df7d6e965baaadef9587,2,2,24,24,2010-12-03 10:43:00,2010-12-03 10:43:00,1,24
536860,0dfc2299a0fe1eda6db2c3b7400779f86151876445d70957447707639a67ab8d,2,2,10,10,2010-12-03 10:43:00,2010-12-03 10:43:00,1,10
536861,db1403dfe989e1f0063fe38d3538eb454ba54c307f0eaf12359481917d84e3f8,2,2,9,9,2010-12-03 10:44:00,2010-12-03 10:44:00,1,9
536862,e9784f61e77637c53bff439bd95499ad317e89a08cd150c3808c19a7631bade1,2,2,80,80,2010-12-03 11:13:00,2010-12-03 11:13:00,1,80
536863,dc51bd105efb7f9ead270d02bceae0c5e8bb604af4a6a590edbf19d6375c4358,2,2,42,41,2010-12-03 11:19:00,2010-12-03 11:19:00,1,42
536864,a081fb0dfa2f3b44268f0e75c835c908b01f4b11cdf43f85e3532da3aecc9c71,2,2,46,46,2010-12-03 11:27:00,2010-12-03 11:27:00,1,46
536865,4b4eb36f143630fb8094771bbf590240e4932d3a27feb9e9517bcf023da09dc1,2,2,138,138,2010-12-03 11:28:00,2010-12-03 11:28:00,1,138
536866,7a72104a51e867e891abe1bfbb140793c391c49bef743d3a5d7bc6c8b4933c46,2,2,1,1,2010-12-03 11:28:00,2010-12-03 11:28:00,1,1
536874,7775a0c6827c56d4959a59f1970081af8e43063b742e4049efcd44a249e3e111,2,2,63,63,2010-12-03 11:35:00,2010-12-03 11:35:00,1,63
536876,2e7c0144bdea074ef5222b23d09d38531d3718a64333cf92a9219af9cde6b124,2,2,592,585,2010-12-03 11:36:00,2010-12-03 11:36:00,1,592
536883,a9331de37c810ef3970814a46a34e707988814656397b6ef854a6373ae3da8f7,2,2,1,1,2010-12-03 11:41:00,2010-12-03 11:41:00,1,1
536884,34d8f38c5ad521ad65c26a396300ba6076c95022b93fb1cbac0e82422c83bee4,2,2,3,3,2010-12-03 11:42:00,2010-12-03 11:42:00,1,3
536885,41639aca0ed85c04392fbf56b0cadd863a9f7ecadee5fa3e5bf58a5653bd839e,2,2,11,11,2010-12-03 11:42:00,2010-12-03 11:42:00,1,11
536890,9cbe3752bb06d076908b7e5a5d4e949d8b58d79cf00e67cb87e2c08cb10ec54d,2,2,3,3,2010-12-03 11:48:00,2010-12-03 11:48:00,1,3
536920,7c48db95ef612b1640e9fdad8d6b94e20bd6c9a36cb4f105936e40208b785a4f,2,2,10,10,2010-12-03 12:01:00,2010-12-03 12:01:00,1,10
536938,7ca116ed380a50c2cb7277c015dbbb68ab1db2ddf5e5377574cdb5a2ab97f4fe,2,2,14,14,2010-12-03 12:05:00,2010-12-03 12:05:00,1,14
536943,ef125db11c8f8d9654954f65be655416116eb8dd0f7ae39b4464d088e183070e,2,2,28,28,2010-12-03 12:11:00,2010-12-03 12:11:00,1,28
536944,5fcf6b4a1b7cd8471bc0de089053e01ec44a94532ce07c95b85e57c52dff21f6,2,2,5,5,2010-12-03 12:20:00,2010-12-03 12:20:00,1,5
536945,22271913a1cc4129a24375ae26fa45d1f9b2a687c090560c85f83fd5b58ffec0,2,2,62,62,2010-12-03 12:24:00,2010-12-03 12:24:00,1,62
536946,d1d9c47c40b762a5c0437922428353dacdbba54593dd9e830994934ca00e30a8,2,2,29,29,2010-12-03 12:28:00,2010-12-03 12:28:00,1,29
536947,267c0d15b7f89fe53d0fc9a23ca501c8744bfd6833f46b346800e8d9f95a5fcc,2,2,38,38,2010-12-03 12:29:00,2010-12-03 12:29:00,1,38
536954,898c901df8232274a5b484fedbd6087dd4f546d904fded5a082d56f2887d66d6,2,2,1,1,2010-12-03 12:41:00,2010-12-03 12:41:00,1,1
536956,cd32ba18f6d172f87d714c4f74e034c83726c495f989ccb6ae764d750fe53259,2,2,15,15,2010-12-03 12:43:00,2010-12-03 12:43:00,1,15
536957,b0ceb49812cdc2d3ae0a4a6426a7147f6192aa7fb185f284f1faa5fd9499ff5c,2,2,13,13,2010-12-03 12:43:00,2010-12-03 12:43:00,1,13
536960,ff03aabff46c909418c20783bcf33876da7fa0ae824fb71c91b8e8d206fd3c0b,2,2,14,14,2010-12-03 12:48:00,2010-12-03 12:48:00,1,14
536967,f127ea3b706bf241ff6701f66a7558e1e778831216cdf1ea7fe5803b27e54164,2,2,1,1,2010-12-03 12:57:00,2010-12-03 12:57:00,1,1
536968,f2f3e408e43cbbe64e2fb1c0913187097dbe82ed7f6102b36b74bddb46fe84d2,2,2,2,2,2010-12-03 13:09:00,2010-12-03 13:09:00,1,2
536969,1b18358ab003f22f47f1b2eb2475c391baa84b63c51df607c3156ff9d91bee72,2,2,1,1,2010-12-03 13:10:00,2010-12-03 13:10:00,1,1
536970,626f7d7a28af6910565ed6f4f4c9af70b4fa3a48161799ce7c391e82ada4f736,2,2,1,1,2010-12-03 13:12:00,2010-12-03 13:12:00,1,1
536971,c3ec3db63912a47610159c42836322137dd45460c9bc3e9c2a3ac8d8ffa65c08,2,2,8,8,2010-12-03 13:40:00,2010-12-03 13:40:00,1,8
536972,6da602c706ce3195abb388acf13ebf5c18fca6931eba4154be821772c188fff9,2,2,14,14,2010-12-03 13:42:00,2010-12-03 13:42:00,1,14
536973,a49d426779e46ed64b5975395d76a6572fba274014d7712a368318325376c35c,2,2,31,30,2010-12-03 13:43:00,2010-12-03 13:43:00,1,31
536974,7abebd01742cb25beccef0249bc06833900ed9f8779bcd6d120882a7b292f972,2,2,15,15,2010-12-03 13:59:00,2010-12-03 13:59:00,1,15
536975,90823b869eb19a7dfc2fb2afb94e042fd7c2e87e831a1acdba2afe35ea637c8a,2,2,71,71,2010-12-03 14:04:00,2010-12-03 14:04:00,1,71
536976,4409686489629c7b3306ba06fe1b79ff3f7545b6c5dc64d6259b148fe76912ac,2,2,19,19,2010-12-03 14:18:00,2010-12-03 14:18:00,1,19
536977,ed8e663bbc191960500de61104b496f6a8ea51ccf2215be9539ac667971ea3b6,2,2,14,14,2010-12-03 14:18:00,2010-12-03 14:18:00,1,14
536980,4c4241b5924218388a4c717452f00e0c45a57b5852670ddaf958a0b19d303f32,2,2,12,12,2010-12-03 14:26:00,2010-12-03 14:26:00,1,12
536981,7a555f412b703554c98d43d87bbb3a1860b6303446b42abf5ac4a739606d5364,2,2,22,21,2010-12-03 14:26:00,2010-12-03 14:26:00,1,22
536982,1590f79334c9b4daa1627aa454473bd5e1598a758f44500d72116aee45631936,2,2,145,145,2010-12-03 14:27:00,2010-12-03 14:27:00,1,145
536983,e1c2457cb054b64048bc2576eaf619d663f8db0ca757fe9d733a2ba36dcec3f8,2,2,8,8,2010-12-03 14:30:00,2010-12-03 14:30:00,1,8
536984,50e603d28de8bb3f8947a5ce289d5d52f2befd8feae3291d90c754f967c58311,2,2,29,29,2010-12-03 14:35:00,2010-12-03 14:35:00,1,29
536985,5a4432d3962e3afe7c42fa5c1591046e7fbcc262f0fa7c992840eae1f191b517,2,2,11,11,2010-12-03 14:40:00,2010-12-03 14:40:00,1,11
536986,354132d23927c16999d72cb36a9b9221489367ca658159e026724b23d4dab796,2,2,7,7,2010-12-03 14:40:00,2010-12-03 14:40:00,1,7
536987,f98805a5df053c8ccb695b6161b48ebb5e74376a29f0cb4fa6006a4324259e00,2,2,53,52,2010-12-03 14:54:00,2010-12-03 14:54:00,1,53
536988,5a807e77f19eec6437b2e37b91ef02154b45506c6b7f878645ace8d832a0a303,2,2,38,38,2010-12-03 15:05:00,2010-12-03 15:05:00,1,38
536989,e650f8fd62ed54f84428fd07efde4d9de0d0c925ee23586cc0e24d1073f7e53a,2,2,22,22,2010-12-03 15:10:00,2010-12-03 15:10:00,1,22
536990,585e4a8f0b6805d59174de2b662c9c297d14007ba3a0db015387cd52dccfaee2,2,2,6,6,2010-12-03 15:14:00,2010-12-03 15:14:00,1,6
536991,ea22d672356a4351cb56d6dc7c163692e44e06b9c39440732c8e911b7a929288,2,2,8,8,2010-12-03 15:16:00,2010-12-03 15:16:00,1,8
536992,e423807b1ff16b01b44a488a83a608e4a2f41044a2278a036e967188dfbbdcd8,2,2,1,1,2010-12-03 15:16:00,2010-12-03 15:16:00,1,1
536993,2e6f18cb930096ab48fba7a415acecd09a35eeafee855f692057ee51a105506d,2,2,34,34,2010-12-03 15:19:00,2010-12-03 15:19:00,1,34
536994,3ec540efed2be2133c727ca14a07f6ef7267e51fe980b6039471caf5ea4981b0,2,2,3,3,2010-12-03 15:25:00,2010-12-03 15:25:00,1,3
537022,6fea04b43890fb65fd6e88aedd789adfda7b0d4bf2c3d8a246b7bf20832ffa72,2,2,23,23,2010-12-03 15:45:00,2010-12-03 15:45:00,1,23
537023,4ecccd3ee286dacf17a9faebf53be2f7bfa30f0c539d82339f150f97b14c5564,2,2,25,25,2010-12-03 16:02:00,2010-12-03 16:02:00,1,25
537025,f71d3c26046445f954c224b58cbdf445f8ebed471dece8b5e42a395ffff4b162,2,2,15,15,2010-12-03 16:21:00,2010-12-03 16:21:00,1,15
