RowIndex,TransactionID
7798,Year 2009-2010::508756
7799,Year 2009-2010::508758
7800,Year 2009-2010::508759
7801,Year 2009-2010::508760
7802,Year 2009-2010::508763
7803,Year 2009-2010::508765
7804,Year 2009-2010::508766
7805,Year 2009-2010::508780
7806,Year 2009-2010::508793
7807,Year 2009-2010::508794
7808,Year 2009-2010::508795
7809,Year 2009-2010::508796
7810,Year 2009-2010::508797
7811,Year 2009-2010::508800
7812,Year 2009-2010::508801
7813,Year 2009-2010::508802
7814,Year 2009-2010::508807
7815,Year 2009-2010::508811
7816,Year 2009-2010::508821
7817,Year 2009-2010::508822
7818,Year 2009-2010::508823
7819,Year 2009-2010::508824
7820,Year 2009-2010::508825
7821,Year 2009-2010::508840
7822,Year 2009-2010::508848
7823,Year 2009-2010::508849
7824,Year 2009-2010::508850
7825,Year 2009-2010::508851
7826,Year 2009-2010::508852
7827,Year 2009-2010::508854
7828,Year 2009-2010::508856
7829,Year 2009-2010::508857
7830,Year 2009-2010::508858
7831,Year 2009-2010::508861
7832,Year 2009-2010::508864
7833,Year 2009-2010::508866
7834,Year 2009-2010::508867
7835,Year 2009-2010::508868
7836,Year 2009-2010::508873
7837,Year 2009-2010::508874
7838,Year 2009-2010::508879
7839,Year 2009-2010::508880
7840,Year 2009-2010::508897
7841,Year 2009-2010::508898
7842,Year 2009-2010::508899
7843,Year 2009-2010::508900
7844,Year 2009-2010::508901
7845,Year 2009-2010::508904
7846,Year 2009-2010::508905
7847,Year 2009-2010::508906
7848,Year 2009-2010::508907
7849,Year 2009-2010::508908
7850,Year 2009-2010::508909
7851,Year 2009-2010::508910
7852,Year 2009-2010::508912
7853,Year 2009-2010::508914
7854,Year 2009-2010::508915
7855,Year 2009-2010::508917
7856,Year 2009-2010::508918
7857,Year 2009-2010::508919
7858,Year 2009-2010::508920
7859,Year 2009-2010::508921
7860,Year 2009-2010::508923
7861,Year 2009-2010::508924
7862,Year 2009-2010::508925
7863,Year 2009-2010::508950
7864,Year 2009-2010::508953
7865,Year 2009-2010::508958
7866,Year 2009-2010::508962
7867,Year 2009-2010::508964
7868,Year 2009-2010::508972
7869,Year 2009-2010::508979
7870,Year 2009-2010::508986
7871,Year 2009-2010::508992
7872,Year 2009-2010::508993
7873,Year 2009-2010::508994
7874,Year 2009-2010::508995
7875,Year 2009-2010::508996
7876,Year 2009-2010::508997
7877,Year 2009-2010::508998
7878,Year 2009-2010::508999
7879,Year 2009-2010::509000
7880,Year 2009-2010::509001
7881,Year 2009-2010::509002
7882,Year 2009-2010::509008
7883,Year 2009-2010::509011
7884,Year 2009-2010::509012
7885,Year 2009-2010::509014
7886,Year 2009-2010::509017
7887,Year 2009-2010::509018
7888,Year 2009-2010::509019
7889,Year 2009-2010::509020
7890,Year 2009-2010::509021
7891,Year 2009-2010::509022
7892,Year 2009-2010::509023
7893,Year 2009-2010::509024
7894,Year 2009-2010::509025
7895,Year 2009-2010::509026
7896,Year 2009-2010::509027
7897,Year 2009-2010::509028
7898,Year 2009-2010::509029
7899,Year 2009-2010::509030
7900,Year 2009-2010::509031
7901,Year 2009-2010::509032
7902,Year 2009-2010::509033
7903,Year 2009-2010::509035
7904,Year 2009-2010::509037
7905,Year 2009-2010::509038
7906,Year 2009-2010::509039
7907,Year 2009-2010::509040
7908,Year 2009-2010::509041
7909,Year 2009-2010::509043
7910,Year 2009-2010::509044
7911,Year 2009-2010::509046
7912,Year 2009-2010::509047
7913,Year 2009-2010::509049
7914,Year 2009-2010::509050
7915,Year 2009-2010::509051
7916,Year 2009-2010::509055
7917,Year 2009-2010::509061
7918,Year 2009-2010::509071
7919,Year 2009-2010::509075
7920,Year 2009-2010::509100
7921,Year 2009-2010::509115
7922,Year 2009-2010::509117
7923,Year 2009-2010::509118
7924,Year 2009-2010::509133
7925,Year 2009-2010::509134
7926,Year 2009-2010::509136
7927,Year 2009-2010::509137
7928,Year 2009-2010::509139
7929,Year 2009-2010::509141
7930,Year 2009-2010::509142
7931,Year 2009-2010::509143
7932,Year 2009-2010::509145
7933,Year 2009-2010::509146
7934,Year 2009-2010::509148
7935,Year 2009-2010::509150
7936,Year 2009-2010::509151
7937,Year 2009-2010::509152
7938,Year 2009-2010::509153
7939,Year 2009-2010::509154
7940,Year 2009-2010::509155
7941,Year 2009-2010::509156
7942,Year 2009-2010::509157
7943,Year 2009-2010::509158
7944,Year 2009-2010::509159
7945,Year 2009-2010::509160
7946,Year 2009-2010::509161
7947,Year 2009-2010::509163
7948,Year 2009-2010::509164
7949,Year 2009-2010::509165
7950,Year 2009-2010::509166
7951,Year 2009-2010::509167
7952,Year 2009-2010::509168
7953,Year 2009-2010::509169
7954,Year 2009-2010::509170
7955,Year 2009-2010::509173
7956,Year 2009-2010::509175
7957,Year 2009-2010::509178
7958,Year 2009-2010::509184
7959,Year 2009-2010::509185
7960,Year 2009-2010::509186
7961,Year 2009-2010::509187
7962,Year 2009-2010::509188
7963,Year 2009-2010::509189
7964,Year 2009-2010::509191
7965,Year 2009-2010::509193
7966,Year 2009-2010::509194
7967,Year 2009-2010::509195
7968,Year 2009-2010::509196
7969,Year 2009-2010::509197
7970,Year 2009-2010::509198
7971,Year 2009-2010::509199
7972,Year 2009-2010::509200
7973,Year 2009-2010::509201
7974,Year 2009-2010::509202
7975,Year 2009-2010::509203
7976,Year 2009-2010::509204
7977,Year 2009-2010::509205
7978,Year 2009-2010::509206
7979,Year 2009-2010::509207
7980,Year 2009-2010::509208
7981,Year 2009-2010::509209
7982,Year 2009-2010::509210
7983,Year 2009-2010::509211
7984,Year 2009-2010::509212
7985,Year 2009-2010::509213
7986,Year 2009-2010::509216
7987,Year 2009-2010::509217
7988,Year 2009-2010::509235
7989,Year 2009-2010::509273
7990,Year 2009-2010::509276
7991,Year 2009-2010::509278
7992,Year 2009-2010::509279
7993,Year 2009-2010::509284
7994,Year 2009-2010::509294
7995,Year 2009-2010::509300
7996,Year 2009-2010::509311
7997,Year 2009-2010::509313
7998,Year 2009-2010::509322
7999,Year 2009-2010::509340
8000,Year 2009-2010::509347
8001,Year 2009-2010::509348
8002,Year 2009-2010::509349
8003,Year 2009-2010::509350
8004,Year 2009-2010::509351
8005,Year 2009-2010::509352
8006,Year 2009-2010::509354
8007,Year 2009-2010::509355
8008,Year 2009-2010::509356
8009,Year 2009-2010::509373
8010,Year 2009-2010::509374
8011,Year 2009-2010::509378
8012,Year 2009-2010::509379
8013,Year 2009-2010::509381
8014,Year 2009-2010::509383
8015,Year 2009-2010::509384
8016,Year 2009-2010::509385
8017,Year 2009-2010::509386
8018,Year 2009-2010::509388
8019,Year 2009-2010::509389
8020,Year 2009-2010::509390
8021,Year 2009-2010::509392
8022,Year 2009-2010::509393
8023,Year 2009-2010::509394
8024,Year 2009-2010::509395
8025,Year 2009-2010::509396
8026,Year 2009-2010::509397
8027,Year 2009-2010::509398
8028,Year 2009-2010::509399
8029,Year 2009-2010::509400
8030,Year 2009-2010::509401
8031,Year 2009-2010::509402
8032,Year 2009-2010::509403
8033,Year 2009-2010::509404
8034,Year 2009-2010::509405
8035,Year 2009-2010::509406
8036,Year 2009-2010::509407
8037,Year 2009-2010::509408
8038,Year 2009-2010::509409
8039,Year 2009-2010::509410
8040,Year 2009-2010::509411
8041,Year 2009-2010::509412
8042,Year 2009-2010::509413
8043,Year 2009-2010::509415
8044,Year 2009-2010::509416
8045,Year 2009-2010::509417
8046,Year 2009-2010::509418
8047,Year 2009-2010::509420
8048,Year 2009-2010::509421
8049,Year 2009-2010::509422
8050,Year 2009-2010::509423
8051,Year 2009-2010::509424
8052,Year 2009-2010::509425
8053,Year 2009-2010::509426
8054,Year 2009-2010::509427
8055,Year 2009-2010::509428
8056,Year 2009-2010::509429
8057,Year 2009-2010::509430
8058,Year 2009-2010::509431
8059,Year 2009-2010::509432
8060,Year 2009-2010::509433
8061,Year 2009-2010::509434
8062,Year 2009-2010::509435
8063,Year 2009-2010::509437
8064,Year 2009-2010::509438
8065,Year 2009-2010::509439
8066,Year 2009-2010::509440
8067,Year 2009-2010::509441
8068,Year 2009-2010::509442
8069,Year 2009-2010::509443
8070,Year 2009-2010::509444
8071,Year 2009-2010::509445
8072,Year 2009-2010::509446
8073,Year 2009-2010::509447
8074,Year 2009-2010::509448
8075,Year 2009-2010::509450
8076,Year 2009-2010::509451
8077,Year 2009-2010::509452
8078,Year 2009-2010::509453
8079,Year 2009-2010::509454
8080,Year 2009-2010::509455
8081,Year 2009-2010::509456
8082,Year 2009-2010::509457
8083,Year 2009-2010::509458
8084,Year 2009-2010::509459
8085,Year 2009-2010::509460
8086,Year 2009-2010::509461
8087,Year 2009-2010::509462
8088,Year 2009-2010::509463
8089,Year 2009-2010::509464
8090,Year 2009-2010::509465
8091,Year 2009-2010::509466
8092,Year 2009-2010::509467
8093,Year 2009-2010::509468
8094,Year 2009-2010::509469
8095,Year 2009-2010::509470
8096,Year 2009-2010::509471
8097,Year 2009-2010::509472
8098,Year 2009-2010::509476
8099,Year 2009-2010::509515
8100,Year 2009-2010::509518
8101,Year 2009-2010::509529
8102,Year 2009-2010::509531
8103,Year 2009-2010::509532
8104,Year 2009-2010::509533
8105,Year 2009-2010::509534
8106,Year 2009-2010::509535
8107,Year 2009-2010::509536
8108,Year 2009-2010::509538
8109,Year 2009-2010::509540
8110,Year 2009-2010::509542
8111,Year 2009-2010::509544
8112,Year 2009-2010::509545
8113,Year 2009-2010::509548
8114,Year 2009-2010::509564
8115,Year 2009-2010::509565
8116,Year 2009-2010::509566
8117,Year 2009-2010::509567
8118,Year 2009-2010::509568
8119,Year 2009-2010::509569
8120,Year 2009-2010::509572
8121,Year 2009-2010::509573
8122,Year 2009-2010::509574
8123,Year 2009-2010::509575
8124,Year 2009-2010::509576
8125,Year 2009-2010::509577
8126,Year 2009-2010::509578
8127,Year 2009-2010::509579
8128,Year 2009-2010::509580
8129,Year 2009-2010::509581
8130,Year 2009-2010::509582
8131,Year 2009-2010::509595
8132,Year 2009-2010::509596
8133,Year 2009-2010::509597
8134,Year 2009-2010::509598
8135,Year 2009-2010::509600
8136,Year 2009-2010::509601
8137,Year 2009-2010::509604
8138,Year 2009-2010::509605
8139,Year 2009-2010::509606
8140,Year 2009-2010::509607
8141,Year 2009-2010::509609
8142,Year 2009-2010::509610
8143,Year 2009-2010::509611
8144,Year 2009-2010::509615
8145,Year 2009-2010::509616
8146,Year 2009-2010::509617
8147,Year 2009-2010::509618
8148,Year 2009-2010::509621
8149,Year 2009-2010::509623
8150,Year 2009-2010::509625
8151,Year 2009-2010::509627
8152,Year 2009-2010::509631
8153,Year 2009-2010::509634
8154,Year 2009-2010::509635
8155,Year 2009-2010::509636
8156,Year 2009-2010::509637
8157,Year 2009-2010::509639
8158,Year 2009-2010::509640
8159,Year 2009-2010::509641
8160,Year 2009-2010::509645
8161,Year 2009-2010::509646
8162,Year 2009-2010::509647
8163,Year 2009-2010::509648
8164,Year 2009-2010::509649
8165,Year 2009-2010::509656
8166,Year 2009-2010::509660
8167,Year 2009-2010::509668
8168,Year 2009-2010::509686
8169,Year 2009-2010::509700
8170,Year 2009-2010::509707
8171,Year 2009-2010::509737
8172,Year 2009-2010::509738
8173,Year 2009-2010::509739
8174,Year 2009-2010::509740
8175,Year 2009-2010::509741
8176,Year 2009-2010::509742
8177,Year 2009-2010::509743
8178,Year 2009-2010::509745
8179,Year 2009-2010::509746
8180,Year 2009-2010::509747
8181,Year 2009-2010::509748
8182,Year 2009-2010::509749
8183,Year 2009-2010::509750
8184,Year 2009-2010::509751
8185,Year 2009-2010::509752
8186,Year 2009-2010::509753
8187,Year 2009-2010::509754
8188,Year 2009-2010::509759
8189,Year 2009-2010::509764
8190,Year 2009-2010::509765
8191,Year 2009-2010::509766
8192,Year 2009-2010::509767
8193,Year 2009-2010::509768
8194,Year 2009-2010::509769
8195,Year 2009-2010::509773
8196,Year 2009-2010::509798
8197,Year 2009-2010::509810
8198,Year 2009-2010::509822
8199,Year 2009-2010::509849
8200,Year 2009-2010::509850
8201,Year 2009-2010::509851
8202,Year 2009-2010::509852
8203,Year 2009-2010::509854
8204,Year 2009-2010::509855
8205,Year 2009-2010::509856
8206,Year 2009-2010::509857
8207,Year 2009-2010::509858
8208,Year 2009-2010::509859
8209,Year 2009-2010::509860
8210,Year 2009-2010::509861
8211,Year 2009-2010::509865
8212,Year 2009-2010::509867
8213,Year 2009-2010::509868
8214,Year 2009-2010::509869
8215,Year 2009-2010::509870
8216,Year 2009-2010::509871
8217,Year 2009-2010::509873
8218,Year 2009-2010::509874
8219,Year 2009-2010::509891
8220,Year 2009-2010::509898
8221,Year 2009-2010::509903
8222,Year 2009-2010::509913
8223,Year 2009-2010::509914
8224,Year 2009-2010::509915
8225,Year 2009-2010::509916
8226,Year 2009-2010::509919
8227,Year 2009-2010::509920
8228,Year 2009-2010::509921
8229,Year 2009-2010::509922
8230,Year 2009-2010::509929
8231,Year 2009-2010::509930
8232,Year 2009-2010::509931
8233,Year 2009-2010::509932
8234,Year 2009-2010::509933
8235,Year 2009-2010::509934
8236,Year 2009-2010::509935
8237,Year 2009-2010::509936
8238,Year 2009-2010::509937
8239,Year 2009-2010::509938
8240,Year 2009-2010::509939
8241,Year 2009-2010::509940
8242,Year 2009-2010::509941
8243,Year 2009-2010::509942
8244,Year 2009-2010::509943
8245,Year 2009-2010::509944
8246,Year 2009-2010::509945
8247,Year 2009-2010::509947
8248,Year 2009-2010::509948
8249,Year 2009-2010::509949
8250,Year 2009-2010::509951
8251,Year 2009-2010::509952
8252,Year 2009-2010::509953
8253,Year 2009-2010::509954
8254,Year 2009-2010::509955
8255,Year 2009-2010::509956
8256,Year 2009-2010::509957
8257,Year 2009-2010::509958
8258,Year 2009-2010::509959
8259,Year 2009-2010::509960
8260,Year 2009-2010::509961
8261,Year 2009-2010::509962
8262,Year 2009-2010::509965
8263,Year 2009-2010::509966
8264,Year 2009-2010::509967
8265,Year 2009-2010::509968
8266,Year 2009-2010::509970
8267,Year 2009-2010::509971
8268,Year 2009-2010::509972
8269,Year 2009-2010::509973
8270,Year 2009-2010::509974
8271,Year 2009-2010::509975
8272,Year 2009-2010::509976
8273,Year 2009-2010::509977
8274,Year 2009-2010::509980
8275,Year 2009-2010::509981
8276,Year 2009-2010::509982
8277,Year 2009-2010::509983
8278,Year 2009-2010::509984
8279,Year 2009-2010::509985
8280,Year 2009-2010::509989
8281,Year 2009-2010::510001
8282,Year 2009-2010::510002
8283,Year 2009-2010::510004
8284,Year 2009-2010::510016
8285,Year 2009-2010::510018
8286,Year 2009-2010::510035
8287,Year 2009-2010::510037
8288,Year 2009-2010::510038
8289,Year 2009-2010::510040
8290,Year 2009-2010::510042
8291,Year 2009-2010::510043
8292,Year 2009-2010::510047
8293,Year 2009-2010::510048
8294,Year 2009-2010::510049
8295,Year 2009-2010::510050
8296,Year 2009-2010::510051
8297,Year 2009-2010::510053
8298,Year 2009-2010::510054
8299,Year 2009-2010::510055
8300,Year 2009-2010::510056
8301,Year 2009-2010::510057
8302,Year 2009-2010::510058
8303,Year 2009-2010::510059
8304,Year 2009-2010::510060
8305,Year 2009-2010::510062
8306,Year 2009-2010::510063
8307,Year 2009-2010::510064
8308,Year 2009-2010::510066
8309,Year 2009-2010::510067
8310,Year 2009-2010::510069
8311,Year 2009-2010::510070
8312,Year 2009-2010::510071
8313,Year 2009-2010::510072
8314,Year 2009-2010::510078
8315,Year 2009-2010::510088
8316,Year 2009-2010::510091
8317,Year 2009-2010::510110
8318,Year 2009-2010::510114
8319,Year 2009-2010::510116
8320,Year 2009-2010::510117
8321,Year 2009-2010::510118
8322,Year 2009-2010::510119
8323,Year 2009-2010::510134
8324,Year 2009-2010::510135
8325,Year 2009-2010::510136
8326,Year 2009-2010::510137
8327,Year 2009-2010::510138
8328,Year 2009-2010::510139
8329,Year 2009-2010::510140
8330,Year 2009-2010::510141
8331,Year 2009-2010::510142
8332,Year 2009-2010::510143
8333,Year 2009-2010::510144
8334,Year 2009-2010::510145
8335,Year 2009-2010::510146
8336,Year 2009-2010::510147
8337,Year 2009-2010::510148
8338,Year 2009-2010::510149
8339,Year 2009-2010::510150
8340,Year 2009-2010::510151
8341,Year 2009-2010::510152
8342,Year 2009-2010::510154
8343,Year 2009-2010::510155
8344,Year 2009-2010::510157
8345,Year 2009-2010::510158
8346,Year 2009-2010::510161
8347,Year 2009-2010::510162
8348,Year 2009-2010::510163
8349,Year 2009-2010::510164
8350,Year 2009-2010::510165
8351,Year 2009-2010::510166
8352,Year 2009-2010::510167
8353,Year 2009-2010::510168
8354,Year 2009-2010::510169
8355,Year 2009-2010::510170
8356,Year 2009-2010::510171
8357,Year 2009-2010::510172
8358,Year 2009-2010::510173
8359,Year 2009-2010::510174
8360,Year 2009-2010::510175
8361,Year 2009-2010::510176
8362,Year 2009-2010::510177
8363,Year 2009-2010::510180
8364,Year 2009-2010::510181
8365,Year 2009-2010::510182
8366,Year 2009-2010::510183
8367,Year 2009-2010::510184
8368,Year 2009-2010::510186
8369,Year 2009-2010::510188
8370,Year 2009-2010::510189
8371,Year 2009-2010::510190
8372,Year 2009-2010::510191
8373,Year 2009-2010::510192
8374,Year 2009-2010::510193
8375,Year 2009-2010::510194
8376,Year 2009-2010::510195
8377,Year 2009-2010::510196
8378,Year 2009-2010::510197
8379,Year 2009-2010::510199
8380,Year 2009-2010::510204
8381,Year 2009-2010::510218
8382,Year 2009-2010::510221
8383,Year 2009-2010::510222
8384,Year 2009-2010::510225
8385,Year 2009-2010::510227
8386,Year 2009-2010::510228
8387,Year 2009-2010::510230
8388,Year 2009-2010::510232
8389,Year 2009-2010::510239
8390,Year 2009-2010::510240
8391,Year 2009-2010::510241
8392,Year 2009-2010::510243
8393,Year 2009-2010::510245
8394,Year 2009-2010::510246
8395,Year 2009-2010::510249
8396,Year 2009-2010::510250
8397,Year 2009-2010::510258
8398,Year 2009-2010::510262
8399,Year 2009-2010::510271
8400,Year 2009-2010::510272
8401,Year 2009-2010::510291
8402,Year 2009-2010::510292
8403,Year 2009-2010::510296
8404,Year 2009-2010::510299
8405,Year 2009-2010::510319
8406,Year 2009-2010::510320
8407,Year 2009-2010::510321
8408,Year 2009-2010::510322
8409,Year 2009-2010::510323
8410,Year 2009-2010::510324
8411,Year 2009-2010::510325
8412,Year 2009-2010::510326
8413,Year 2009-2010::510327
8414,Year 2009-2010::510328
8415,Year 2009-2010::510329
8416,Year 2009-2010::510330
8417,Year 2009-2010::510331
8418,Year 2009-2010::510332
8419,Year 2009-2010::510334
8420,Year 2009-2010::510338
8421,Year 2009-2010::510348
8422,Year 2009-2010::510350
8423,Year 2009-2010::510351
8424,Year 2009-2010::510352
8425,Year 2009-2010::510353
8426,Year 2009-2010::510354
8427,Year 2009-2010::510355
8428,Year 2009-2010::510356
8429,Year 2009-2010::510357
8430,Year 2009-2010::510358
8431,Year 2009-2010::510360
8432,Year 2009-2010::510361
8433,Year 2009-2010::510363
8434,Year 2009-2010::510364
8435,Year 2009-2010::510408
8436,Year 2009-2010::510409
8437,Year 2009-2010::510410
8438,Year 2009-2010::510411
8439,Year 2009-2010::510412
8440,Year 2009-2010::510413
8441,Year 2009-2010::510414
8442,Year 2009-2010::510416
8443,Year 2009-2010::510417
8444,Year 2009-2010::510419
8445,Year 2009-2010::510420
8446,Year 2009-2010::510421
8447,Year 2009-2010::510422
8448,Year 2009-2010::510423
8449,Year 2009-2010::510424
8450,Year 2009-2010::510425
8451,Year 2009-2010::510426
8452,Year 2009-2010::510427
8453,Year 2009-2010::510428
8454,Year 2009-2010::510429
8455,Year 2009-2010::510430
8456,Year 2009-2010::510431
8457,Year 2009-2010::510432
8458,Year 2009-2010::510433
8459,Year 2009-2010::510434
8460,Year 2009-2010::510435
8461,Year 2009-2010::510436
8462,Year 2009-2010::510438
8463,Year 2009-2010::510439
8464,Year 2009-2010::510440
8465,Year 2009-2010::510441
8466,Year 2009-2010::510442
8467,Year 2009-2010::510443
8468,Year 2009-2010::510444
8469,Year 2009-2010::510445
8470,Year 2009-2010::510446
8471,Year 2009-2010::510447
8472,Year 2009-2010::510449
8473,Year 2009-2010::510450
8474,Year 2009-2010::510451
8475,Year 2009-2010::510452
8476,Year 2009-2010::510453
8477,Year 2009-2010::510454
8478,Year 2009-2010::510482
8479,Year 2009-2010::510483
8480,Year 2009-2010::510484
8481,Year 2009-2010::510485
8482,Year 2009-2010::510486
8483,Year 2009-2010::510487
8484,Year 2009-2010::510488
8485,Year 2009-2010::510490
8486,Year 2009-2010::510491
8487,Year 2009-2010::510492
8488,Year 2009-2010::510493
8489,Year 2009-2010::510495
8490,Year 2009-2010::510496
8491,Year 2009-2010::510497
8492,Year 2009-2010::510498
8493,Year 2009-2010::510505
8494,Year 2009-2010::510507
8495,Year 2009-2010::510516
8496,Year 2009-2010::510517
8497,Year 2009-2010::510518
8498,Year 2009-2010::510519
8499,Year 2009-2010::510534
8500,Year 2009-2010::510537
8501,Year 2009-2010::510538
8502,Year 2009-2010::510539
8503,Year 2009-2010::510541
8504,Year 2009-2010::510543
8505,Year 2009-2010::510544
8506,Year 2009-2010::510545
8507,Year 2009-2010::510546
8508,Year 2009-2010::510547
8509,Year 2009-2010::510548
8510,Year 2009-2010::510549
8511,Year 2009-2010::510550
8512,Year 2009-2010::510552
8513,Year 2009-2010::510554
8514,Year 2009-2010::510556
8515,Year 2009-2010::510572
8516,Year 2009-2010::510586
8517,Year 2009-2010::510587
8518,Year 2009-2010::510589
8519,Year 2009-2010::510590
8520,Year 2009-2010::510591
8521,Year 2009-2010::510592
8522,Year 2009-2010::510593
8523,Year 2009-2010::510623
8524,Year 2009-2010::510625
8525,Year 2009-2010::510626
8526,Year 2009-2010::510635
8527,Year 2009-2010::510636
8528,Year 2009-2010::510637
8529,Year 2009-2010::510639
8530,Year 2009-2010::510640
8531,Year 2009-2010::510643
8532,Year 2009-2010::510644
8533,Year 2009-2010::510645
8534,Year 2009-2010::510646
8535,Year 2009-2010::510647
8536,Year 2009-2010::510648
8537,Year 2009-2010::510649
8538,Year 2009-2010::510650
8539,Year 2009-2010::510651
8540,Year 2009-2010::510652
8541,Year 2009-2010::510653
8542,Year 2009-2010::510655
8543,Year 2009-2010::510656
8544,Year 2009-2010::510657
8545,Year 2009-2010::510658
8546,Year 2009-2010::510659
8547,Year 2009-2010::510660
8548,Year 2009-2010::510661
8549,Year 2009-2010::510662
8550,Year 2009-2010::510663
8551,Year 2009-2010::510665
8552,Year 2009-2010::510666
8553,Year 2009-2010::510667
8554,Year 2009-2010::510669
8555,Year 2009-2010::510670
8556,Year 2009-2010::510671
8557,Year 2009-2010::510672
8558,Year 2009-2010::510673
8559,Year 2009-2010::510674
8560,Year 2009-2010::510675
8561,Year 2009-2010::510678
8562,Year 2009-2010::510679
8563,Year 2009-2010::510680
8564,Year 2009-2010::510681
8565,Year 2009-2010::510682
8566,Year 2009-2010::510683
8567,Year 2009-2010::510684
8568,Year 2009-2010::510685
8569,Year 2009-2010::510697
8570,Year 2009-2010::510724
8571,Year 2009-2010::510725
8572,Year 2009-2010::510726
8573,Year 2009-2010::510727
8574,Year 2009-2010::510728
8575,Year 2009-2010::510729
8576,Year 2009-2010::510731
8577,Year 2009-2010::510733
8578,Year 2009-2010::510734
8579,Year 2009-2010::510735
8580,Year 2009-2010::510737
8581,Year 2009-2010::510738
8582,Year 2009-2010::510740
8583,Year 2009-2010::510741
8584,Year 2009-2010::510742
8585,Year 2009-2010::510743
8586,Year 2009-2010::510744
8587,Year 2009-2010::510745
8588,Year 2009-2010::510753
8589,Year 2009-2010::510757
8590,Year 2009-2010::510759
8591,Year 2009-2010::510761
8592,Year 2009-2010::510762
8593,Year 2009-2010::510763
8594,Year 2009-2010::510767
8595,Year 2009-2010::510769
8596,Year 2009-2010::510770
8597,Year 2009-2010::510771
8598,Year 2009-2010::510772
8599,Year 2009-2010::510773
8600,Year 2009-2010::510774
8601,Year 2009-2010::510775
8602,Year 2009-2010::510776
8603,Year 2009-2010::510777
8604,Year 2009-2010::510778
8605,Year 2009-2010::510779
8606,Year 2009-2010::510780
8607,Year 2009-2010::510781
8608,Year 2009-2010::510782
8609,Year 2009-2010::510783
8610,Year 2009-2010::510784
8611,Year 2009-2010::510785
8612,Year 2009-2010::510786
8613,Year 2009-2010::510788
8614,Year 2009-2010::510790
8615,Year 2009-2010::510792
8616,Year 2009-2010::510795
8617,Year 2009-2010::510796
8618,Year 2009-2010::510797
8619,Year 2009-2010::510798
8620,Year 2009-2010::510799
8621,Year 2009-2010::510801
8622,Year 2009-2010::510802
8623,Year 2009-2010::510805
8624,Year 2009-2010::510806
8625,Year 2009-2010::510814
8626,Year 2009-2010::510819
8627,Year 2009-2010::510838
8628,Year 2009-2010::510839
8629,Year 2009-2010::510860
8630,Year 2009-2010::510866
8631,Year 2009-2010::510901
8632,Year 2009-2010::510932
8633,Year 2009-2010::510936
8634,Year 2009-2010::510942
8635,Year 2009-2010::510962
8636,Year 2009-2010::510963
8637,Year 2009-2010::510964
8638,Year 2009-2010::510965
8639,Year 2009-2010::510966
8640,Year 2009-2010::510968
8641,Year 2009-2010::510969
8642,Year 2009-2010::510983
8643,Year 2009-2010::510984
8644,Year 2009-2010::510985
8645,Year 2009-2010::510986
8646,Year 2009-2010::510987
8647,Year 2009-2010::510988
8648,Year 2009-2010::510989
8649,Year 2009-2010::510990
8650,Year 2009-2010::510992
8651,Year 2009-2010::510993
8652,Year 2009-2010::510994
8653,Year 2009-2010::510995
8654,Year 2009-2010::510996
8655,Year 2009-2010::510997
8656,Year 2009-2010::510998
8657,Year 2009-2010::510999
8658,Year 2009-2010::511000
8659,Year 2009-2010::511001
8660,Year 2009-2010::511002
8661,Year 2009-2010::511003
8662,Year 2009-2010::511004
8663,Year 2009-2010::511005
8664,Year 2009-2010::511006
8665,Year 2009-2010::511007
8666,Year 2009-2010::511008
8667,Year 2009-2010::511009
8668,Year 2009-2010::511010
8669,Year 2009-2010::511011
8670,Year 2009-2010::511012
8671,Year 2009-2010::511013
8672,Year 2009-2010::511017
8673,Year 2009-2010::511018
8674,Year 2009-2010::511019
8675,Year 2009-2010::511020
8676,Year 2009-2010::511021
8677,Year 2009-2010::511023
8678,Year 2009-2010::511025
8679,Year 2009-2010::511026
8680,Year 2009-2010::511027
8681,Year 2009-2010::511029
8682,Year 2009-2010::511030
8683,Year 2009-2010::511032
8684,Year 2009-2010::511033
8685,Year 2009-2010::511034
8686,Year 2009-2010::511035
8687,Year 2009-2010::511037
8688,Year 2009-2010::511038
8689,Year 2009-2010::511039
8690,Year 2009-2010::511040
8691,Year 2009-2010::511041
8692,Year 2009-2010::511042
8693,Year 2009-2010::511044
8694,Year 2009-2010::511045
8695,Year 2009-2010::511046
8696,Year 2009-2010::511047
8697,Year 2009-2010::511048
8698,Year 2009-2010::511050
8699,Year 2009-2010::511051
8700,Year 2009-2010::511052
8701,Year 2009-2010::511053
8702,Year 2009-2010::511055
8703,Year 2009-2010::511056
8704,Year 2009-2010::511057
8705,Year 2009-2010::511058
8706,Year 2009-2010::511059
8707,Year 2009-2010::511060
8708,Year 2009-2010::511061
8709,Year 2009-2010::511062
8710,Year 2009-2010::511063
8711,Year 2009-2010::511064
8712,Year 2009-2010::511065
8713,Year 2009-2010::511066
8714,Year 2009-2010::511067
8715,Year 2009-2010::511068
8716,Year 2009-2010::511069
8717,Year 2009-2010::511070
8718,Year 2009-2010::511071
8719,Year 2009-2010::511072
8720,Year 2009-2010::511073
8721,Year 2009-2010::511074
8722,Year 2009-2010::511075
8723,Year 2009-2010::511076
8724,Year 2009-2010::511077
8725,Year 2009-2010::511078
8726,Year 2009-2010::511079
8727,Year 2009-2010::511080
8728,Year 2009-2010::511081
8729,Year 2009-2010::511082
