ColumnIndex,StockCode
2475,23307
2476,23308
2477,23309
2478,23310
2479,23311
2480,23312
2481,23313
2482,23314
2483,23315
2484,23316
2485,23317
2486,23318
2487,23319
2488,23320
2489,23321
2490,23322
2491,23323
2492,23324
2493,23325
2494,23326
2495,23327
2496,23328
2497,23329
2498,23330
2499,23331
2500,23332
2501,23333
2502,23334
2503,23335
2504,23336
2505,23337
2506,23338
2507,23339
2508,23340
2509,23341
2510,23342
2511,23343
2512,23344
2513,23345
2514,23346
2515,23347
2516,23348
2517,23349
2518,23350
2519,23351
2520,23352
2521,23353
2522,23354
2523,23355
2524,23356
2525,23357
2526,23358
2527,23359
2528,23360
2529,23365
2530,23366
2531,23367
2532,23368
2533,23369
2534,23370
2535,23371
2536,23372
2537,23373
2538,23374
2539,23375
2540,23376
2541,23377
2542,23378
2543,23379
2544,23380
2545,23381
2546,23382
2547,23388
2548,23389
2549,23390
2550,23391
2551,23392
2552,23393
2553,23394
2554,23395
2555,23396
2556,23397
2557,23398
2558,23399
2559,23400
2560,23401
2561,23402
2562,23403
2563,23404
2564,23405
2565,23406
2566,23407
2567,23408
2568,23409
2569,23410
2570,23411
2571,23412
2572,23413
2573,23414
2574,23415
2575,23416
2576,23417
2577,23418
2578,23419
2579,23420
2580,23421
2581,23422
2582,23423
2583,23424
2584,23425
2585,23426
2586,23427
2587,23428
2588,23429
2589,23430
2590,23431
2591,23432
2592,23433
2593,23434
2594,23435
2595,23436
2596,23437
2597,23438
2598,23439
2599,23440
2600,23441
2601,23442
2602,23444
2603,23445
2604,23446
2605,23447
2606,23448
2607,23449
2608,23451
2609,23452
2610,23453
2611,23454
2612,23455
2613,23456
2614,23457
2615,23458
2616,23459
2617,23460
2618,23461
2619,23462
2620,23463
2621,23464
2622,23465
2623,23466
2624,23467
2625,23468
2626,23469
2627,23470
2628,23471
2629,23472
2630,23473
2631,23474
2632,23475
2633,23476
2634,23477
2635,23478
2636,23479
2637,23480
2638,23481
2639,23482
2640,23483
2641,23484
2642,23485
2643,23486
2644,23487
2645,23489
2646,23490
2647,23491
2648,23492
2649,23493
2650,23494
2651,23495
2652,23496
2653,23497
2654,23498
2655,23499
2656,23500
2657,23501
2658,23502
2659,23503
2660,23504
2661,23505
2662,23506
2663,23507
2664,23508
2665,23509
2666,23510
2667,23511
2668,23512
2669,23513
2670,23514
2671,23515
2672,23516
2673,23517
2674,23518
2675,23519
2676,23520
2677,23521
2678,23522
2679,23523
2680,23524
2681,23525
2682,23526
2683,23527
2684,23528
2685,23529
2686,23530
2687,23531
2688,23532
2689,23533
2690,23534
2691,23535
2692,23536
2693,23537
2694,23538
2695,23539
2696,23540
2697,23541
2698,23542
2699,23543
2700,23544
2701,23545
2702,23546
2703,23547
2704,23548
2705,23549
2706,23550
2707,23551
2708,23552
2709,23553
2710,23554
2711,23555
2712,23556
2713,23557
2714,23558
2715,23559
2716,23560
2717,23561
2718,23562
2719,23564
2720,23565
2721,23566
2722,23567
2723,23568
2724,23569
2725,23570
2726,23571
2727,23574
2728,23575
2729,23576
2730,23578
2731,23579
2732,23580
2733,23581
2734,23582
2735,23583
2736,23597
2737,23598
2738,23601
2739,23602
2740,23603
2741,23604
2742,23605
2743,23607
2744,23608
2745,23609
2746,23610
2747,23611
2748,23612
2749,23613
2750,23614
2751,23615
2752,23616
2753,23617
2754,23619
2755,23620
2756,23621
2757,23623
2758,23624
2759,23625
2760,23626
2761,23627
2762,23628
2763,23629
2764,23630
2765,23632
2766,23633
2767,23634
2768,23635
2769,23636
2770,23637
2771,23638
2772,23639
2773,23640
2774,23643
2775,23644
2776,23645
2777,23646
2778,23649
2779,23650
2780,23652
2781,23654
2782,23660
2783,23661
2784,23664
2785,23681
2786,23691
2787,23692
2788,23694
2789,23695
2790,23697
2791,23702
2792,23843
2793,30086C
2794,35001B
2795,35001G
2796,35001P
2797,35001W
2798,35004B
2799,35004C
2800,35004G
2801,35004P
2802,35004S
2803,35015
2804,35051B
2805,35071
2806,35085E
2807,35095A
2808,35095B
2809,35096A
2810,35096B
2811,35160
2812,35233
2813,35240
2814,35241
2815,35265
2816,35271S
2817,35400
2818,35443
2819,35471A
2820,35471D
2821,35537
2822,35591T
2823,35594
2824,35596
2825,35597A
2826,35597B
2827,35597D
2828,35598A
2829,35598B
2830,35598C
2831,35598D
2832,35599B
2833,35599D
2834,35600D
2835,35603B
2836,35603C
2837,35607A
2838,35607B
2839,35609A
2840,35610A
2841,35610B
2842,35610C
2843,35611B
2844,35633B
2845,35637A
2846,35637C
2847,35638A
2848,35638B
2849,35644
2850,35645
2851,35646
2852,35647
2853,35648
2854,35649
2855,35650
2856,35651
2857,35652
2858,35653
2859,35654
2860,35751C
2861,35751D
2862,35793
2863,35809A
2864,35809B
2865,35810A
2866,35810B
2867,35811A
2868,35815B
2869,35815P
2870,35816B
2871,35816P
2872,35817B
2873,35817P
2874,35818B
2875,35818C
2876,35818P
2877,35819B
2878,35819P
2879,35821B
2880,35821P
2881,35822B
2882,35822P
2883,35823P
2884,35824B
2885,35824C
2886,35824P
2887,35832
2888,35833G
2889,35833P
2890,35837
2891,35838A
2892,35838B
2893,35840
2894,35909A
2895,35909B
2896,35910A
2897,35910B
2898,35911A
2899,35911B
2900,35912B
2901,35913B
2902,35914
2903,35915A
2904,35915B
2905,35915C
2906,35916A
2907,35916B
2908,35916C
2909,35918B
2910,35920
2911,35921
2912,35922
2913,35923
2914,35924
2915,35930
2916,35931
2917,35932
2918,35933
2919,35936
2920,35937
2921,35945
2922,35950
2923,35951
2924,35953
2925,35954
2926,35955
2927,35957
2928,35958
2929,35961
2930,35962
2931,35963
2932,35964
2933,35965
2934,35966
2935,35967
2936,35968
2937,35969
2938,35970
2939,35971
2940,35972
2941,35973
2942,35974
2943,35976B
2944,35979
2945,35980B
2946,35980C
2947,35981C
2948,35991
2949,35995
2950,35999
2951,37112
2952,37326
2953,37327
2954,37330
2955,37333
2956,37340
2957,37342
2958,37343
2959,37345
2960,37348
2961,37351
2962,37352
2963,37370
2964,37379A
2965,37379B
2966,37399
2967,37408
2968,37409
2969,37410
2970,37413
2971,37422
2972,37423
2973,37424
2974,37432
2975,37438
2976,37441
2977,37444A
2978,37444B
2979,37444C
2980,37446
2981,37447
2982,37448
2983,37449
2984,37450
2985,37451
2986,37461
2987,37462B
2988,37462E
2989,37464
2990,37467
2991,37468
2992,37471
2993,37474
2994,37475
2995,37476
2996,37477B
2997,37477C
2998,37479B
2999,37479P
3000,37481
3001,37482B
3002,37482P
3003,37483
3004,37484
3005,37485
3006,37487B
3007,37488A
3008,37489A
3009,37489B
3010,37489C
3011,37489D
3012,37491A
3013,37491B
3014,37491C
3015,37491D
3016,37492A
3017,37492B
3018,37492C
3019,37492D
3020,37494A
3021,37495
3022,37500
3023,37501
3024,37502
3025,37503
3026,37506
3027,37508
3028,37509
3029,40001
3030,40002
3031,40003
3032,40005B
3033,40016
3034,40018E
3035,40018F
3036,40046A
3037,40046C
3038,44089A
3039,44089C
3040,44091A
3041,44091C
3042,44092B
3043,44092C
3044,44217M
3045,44228
3046,44230
3047,44234
3048,44235
3049,44236
3050,44241C
3051,44242A
3052,44242B
3053,44265
3054,45008C
3055,45013
3056,45014
3057,45016
3058,46000M
3059,46000P
3060,46000R
3061,46000S
3062,46000U
3063,46037A
3064,46115B
3065,46118
3066,46126A
3067,46137D
3068,46138B
3069,46138D
3070,46307
3071,46775A
3072,46775B
3073,46775D
3074,46775E
3075,46776A
3076,46776B
3077,46776C
3078,46776D
3079,46776E
3080,46776F
3081,47013A
3082,47013C
3083,47016
3084,47021G
3085,47310M
3086,47341A
3087,47341B
3088,47343A
3089,47344B
3090,47347B
3091,47348A
3092,47351B
3093,47367B
3094,47369A
3095,47369B
3096,47420
3097,47421
3098,47422
3099,47469
3100,47471
3101,47480
3102,47481
3103,47502
3104,47503A
3105,47503E
3106,47503F
3107,47503G
3108,47503H
3109,47503J
3110,47503K
3111,47504E
3112,47504F
3113,47504G
3114,47504H
3115,47504J
3116,47504K
3117,47505
3118,47518F
3119,47552A
3120,47554
3121,47556
3122,47556B
3123,47559B
3124,47562
3125,47563A
3126,47563B
3127,47566
3128,47566B
3129,47567B
3130,47568
3131,47569
3132,47570
3133,47570B
3134,47574A
3135,47574B
3136,47578A
3137,47579
3138,47580
3139,47581B
3140,47583A
3141,47583B
3142,47585A
3143,47586A
3144,47587A
3145,47589
3146,47590A
3147,47590B
3148,47591A
3149,47591B
3150,47591C
3151,47591D
3152,47592A
3153,47592B
3154,47593A
3155,47593B
3156,47594A
3157,47594B
3158,47597
3159,47598
3160,47599A
3161,47599B
3162,48103
3163,48111
3164,48116
3165,48129
3166,48138
3167,48173A
3168,48173C
3169,48175
3170,48179
3171,48184
3172,48185
3173,48187
3174,48188
3175,48189
3176,48194
3177,48195
3178,48197
3179,51008
3180,51012C
3181,51012L
3182,51014A
3183,51014C
3184,51014L
3185,51020A
3186,51020B
3187,62018
3188,62043B
3189,62074B
3190,62086A
3191,62094B
3192,62095B
3193,62096A
3194,62096B
3195,62097A
3196,62097B
3197,70006
3198,70007
3199,71028B
3200,71038
3201,71050
3202,71053
3203,71101A
3204,71101E
3205,71143
3206,71215
3207,71270
3208,71279
3209,71403
3210,71406C
3211,71434B
3212,71459
3213,71477
3214,71495A
3215,71495B
3216,71496A
3217,71496B
3218,71510
3219,72008
3220,72023F
3221,72024U
3222,72038P
3223,72045D
3224,72051S
3225,72083A
3226,72084B
3227,72122
3228,72127
3229,72128
3230,72129
3231,72130
3232,72131
3233,72132
3234,72133
3235,72134
3236,72140E
3237,72140F
3238,72225C
3239,72225D
3240,72232
3241,72267
3242,72349B
3243,72351A
3244,72351B
3245,72369A
3246,72484
3247,72487
3248,72529W
3249,72586
3250,72598
3251,72606A
3252,72708
3253,72709
3254,72715
3255,72724
3256,72728
3257,72739B
3258,72739C
3259,72740A
3260,72740B
3261,72741
3262,72750A
3263,72750B
3264,72750C
3265,72750D
3266,72751A
3267,72751B
3268,72751C
3269,72752A
3270,72752B
3271,72753A
3272,72753B
3273,72753C
3274,72753D
3275,72754A
3276,72754B
3277,72754D
3278,72755C
3279,72755D
3280,72756
3281,72760B
3282,72771B
3283,72771C
3284,72772
3285,72779
3286,72780
3287,72781
3288,72783
3289,72785A
3290,72785B
3291,72789
3292,72793
3293,72796A
3294,72796B
3295,72796C
3296,72798C
3297,72799A
3298,72799B
3299,72799C
3300,72799D
3301,72799E
3302,72799F
3303,72800A
3304,72800B
3305,72800C
3306,72800D
3307,72800E
3308,72800F
3309,72801C
3310,72801D
3311,72801E
3312,72801F
3313,72801G
3314,72802A
3315,72802B
3316,72802C
3317,72803A
3318,72803B
3319,72805
3320,72807A
3321,72807B
3322,72807C
3323,72811
3324,72812
3325,72814
3326,72815
3327,72816
3328,72817
3329,72818
3330,72819
3331,72821
3332,75011
3333,75013B
3334,75049L
3335,75131
3336,75149N
3337,75172
3338,75178
3339,77079
3340,77081
3341,77101A
3342,78026
3343,78027
3344,78033
3345,78034B
3346,78056
3347,78124
3348,79000
3349,79026B
3350,79029
3351,79030A
3352,79030D
3353,79030G
3354,79051A
3355,79062D
3356,79063C
3357,79063D
3358,79065A
3359,79066K
3360,79067
3361,79070B
3362,79071B
3363,79072
3364,79140
3365,79144B
3366,79144C
3367,79149B
3368,79151B
3369,79157B
3370,79157V
3371,79160
3372,79161A
3373,79163
3374,79164
3375,79172D
3376,79190A
3377,79190B
3378,79190D
3379,79191B
3380,79191C
3381,79191D
3382,79192A
3383,79301
3384,79302M
3385,79303A
3386,79303B
3387,79303D
3388,79308B
3389,79315W
3390,79320
3391,79321
3392,79323B
3393,79323G
3394,79323GR
3395,79323LP
3396,79323P
3397,79323S
3398,79323W
3399,79328
3400,79329
3401,79331
3402,79336
3403,79337
3404,79338
3405,79341
3406,79342B
3407,79403
3408,79406
3409,79413
3410,79532
3411,79534
3412,81950B
3413,81950V
3414,81952B
3415,81952V
3416,81953B
3417,81953P
3418,81985A
3419,82001S
3420,82011A
3421,82011B
3422,82011C
3423,82011E
3424,82069
3425,82072
3426,82076
3427,82081
3428,82093
3429,82095
3430,82482
3431,82483
3432,82484
3433,82486
3434,82494L
3435,82545A
3436,82551
3437,82552
3438,82553
3439,82567
3440,82578
3441,82580
3442,82581
3443,82582
3444,82583
3445,82585
3446,82587
3447,82597
3448,82599
3449,82600
3450,82605
3451,82607A
3452,82607C
3453,82607E
3454,82613A
3455,82613B
3456,82613C
3457,82613D
3458,82615
3459,82616A
3460,82616B
3461,82616C
3462,84006
3463,84007
3464,84012
3465,84016
3466,84029C
3467,84029D
3468,84029E
3469,84029G
3470,84030B
3471,84030C
3472,84030E
3473,84031A
3474,84031B
3475,84032A
3476,84032B
3477,84033
3478,84050
3479,84051
3480,84077
3481,84078A
3482,84081
3483,84086B
3484,84086C
3485,84192
3486,84199
3487,84201B
3488,84201C
3489,84205C
3490,84206A
3491,84206B
3492,84206C
3493,84212
3494,84218
3495,84219
3496,84226
3497,84227
3498,84228
3499,84231
3500,84247C
3501,84247E
3502,84247G
3503,84247H
3504,84247J
3505,84247K
3506,84247L
3507,84247N
3508,84249A
3509,84249D
3510,84250M
3511,84251B
3512,84251C
3513,84251F
3514,84251G
3515,84251J
3516,84255A
3517,84255B
3518,84270
3519,84279B
3520,84279P
3521,84288B
3522,84292
3523,84292B
3524,84306
3525,84311
3526,84313A
3527,84313B
3528,84313C
3529,84327A
3530,84340
3531,84341B
3532,84347
3533,84352
3534,84356
3535,84358
3536,84360
3537,84366
3538,84367
3539,84371
3540,84375
3541,84378
3542,84380
3543,84387A
3544,84388
3545,84396
3546,84402B
3547,84402D
3548,84405A
3549,84406B
3550,84414B
3551,84415A
3552,84415B
3553,84422
3554,84424A
3555,84425A
3556,84427B
3557,84429A
3558,84437A
3559,84447
3560,84450A
3561,84450B
3562,84452
3563,84454
3564,84455
3565,84456
3566,84457
3567,84458
3568,84459A
3569,84459B
3570,84461
3571,84462
3572,84464
3573,84465
3574,84466
3575,84467
3576,84469
3577,84472
3578,84482
3579,84493
3580,84497
3581,84499
3582,84507B
3583,84507C
3584,84508A
3585,84508B
3586,84508C
3587,84509A
3588,84509B
3589,84509C
3590,84509E
3591,84509F
3592,84509G
3593,84510A
3594,84510B
3595,84510C
3596,84510E
3597,84510F
3598,84519A
3599,84519B
3600,84520B
3601,84520D
3602,84522
3603,84526
3604,84527
3605,84529A
3606,84529B
3607,84529C
3608,84531A
3609,84531B
3610,84532B
3611,84533B
3612,84534B
3613,84535A
3614,84535B
3615,84536A
3616,84536B
3617,84537B
3618,84539
3619,84546
3620,84548
3621,84549
3622,84550
3623,84551
3624,84555A
3625,84558A
3626,84559A
3627,84559B
3628,84559D
3629,84562A
3630,84562B
3631,84563A
3632,84563B
3633,84564
3634,84567
3635,84568
3636,84569A
3637,84569B
3638,84569C
3639,84569D
3640,84570B
3641,84572
3642,84575A
3643,84575B
3644,84576
3645,84578
3646,84580
3647,84581
3648,84582
3649,84584
3650,84586L
3651,84592
3652,84593
3653,84595B
3654,84595E
3655,84596B
3656,84596E
3657,84596F
3658,84596G
3659,84596I
3660,84596J
3661,84596K
3662,84596L
3663,84597B
3664,84597C
3665,84598
3666,84599
3667,84600
3668,84601A
3669,84608
3670,84609
3671,84611B
3672,84612B
3673,84613A
3674,84613C
3675,84614A
3676,84614C
3677,84615
3678,84616
3679,84617
3680,84619
3681,84620
3682,84621
3683,84622
3684,84623
3685,84625A
3686,84625B
3687,84625C
3688,84625D
3689,84626
3690,84627
3691,84629
3692,84630
3693,84631
3694,84632
3695,84637
3696,84638
3697,84648
3698,84653
3699,84656
3700,84657
3701,84658
3702,84659A
3703,84660A
3704,84660B
3705,84660C
3706,84661A
3707,84661B
3708,84661C
3709,84663A
3710,84664
3711,84665
3712,84666
3713,84670
3714,84671B
3715,84673A
3716,84673B
3717,84674
3718,84675
3719,84676
3720,84678
3721,84679
3722,84680
3723,84682
3724,84683
3725,84684
3726,84685
3727,84686
3728,84687
3729,84688
3730,84689
3731,84690
3732,84691
3733,84692
3734,84705A
3735,84705B
3736,84705C
3737,84705D
3738,84705F
3739,84706A
3740,84706B
3741,84706C
3742,84706D
3743,84706F
3744,84707A
3745,84707B
3746,84708B
3747,84709A
3748,84709B
3749,84711A
3750,84711B
3751,84712B
3752,84715
3753,84720
3754,84721
3755,84723
3756,84725
3757,84726
3758,84731
3759,84732B
3760,84732D
3761,84741C
3762,84743C
3763,84744
3764,84745A
3765,84745B
3766,84746
3767,84748
3768,84750A
3769,84750B
3770,84751B
3771,84753A
3772,84754
3773,84755
3774,84757
3775,84760L
3776,84760S
3777,84761
3778,84762A
3779,84762B
3780,84762C
3781,84763
3782,84765
3783,84766
3784,84767
3785,84770
3786,84773
3787,84782A
3788,84782B
3789,84782C
3790,84789
3791,84791
3792,84792
3793,84795A
3794,84795B
3795,84795C
3796,84795D
3797,84795E
3798,84796A
3799,84796B
3800,84797A
3801,84797B
3802,84798A
3803,84798B
3804,84798C
3805,84799
3806,84800L
3807,84800M
3808,84800S
3809,84801A
3810,84801B
3811,84802A
3812,84802B
3813,84803A
3814,84803B
3815,84804A
3816,84804B
3817,84805A
3818,84805B
3819,84806A
3820,84806B
3821,84807
3822,84809A
3823,84809B
3824,84813
3825,84814A
3826,84814B
3827,84815
3828,84816
3829,84817
3830,84818
3831,84819
3832,84820
3833,84821
3834,84823
3835,84824
3836,84826
3837,84827
3838,84828
3839,84830
3840,84832
3841,84836
3842,84837
3843,84838
3844,84839
3845,84840
3846,84842
3847,84843
3848,84845A
3849,84845C
3850,84845D
3851,84846A
3852,84847
3853,84849A
3854,84849B
3855,84849D
3856,84854
3857,84855
3858,84856L
3859,84856S
3860,84857A
3861,84857B
3862,84857C
3863,84858A
3864,84858B
3865,84858C
3866,84859A
3867,84859B
3868,84859C
3869,84864A
3870,84865
3871,84867A
3872,84867B
3873,84868A
3874,84868B
3875,84869
3876,84870B
3877,84870C
3878,84872A
3879,84873A
3880,84874B
3881,84875A
3882,84875B
3883,84875D
3884,84876B
3885,84876C
3886,84876D
3887,84877A
3888,84877B
3889,84877D
3890,84879
3891,84880
3892,84881
3893,84882
3894,84884A
3895,84886
3896,84891B
3897,84893
3898,84898F
3899,84899E
3900,84899F
3901,84901
3902,84902
3903,84905
3904,84906
3905,84907
3906,84908A
3907,84908B
3908,84909A
3909,84910A
3910,84912A
3911,84912B
3912,84913A
3913,84913B
3914,84914A
3915,84915
3916,84916
3917,84917
3918,84918
3919,84919
3920,84920
3921,84921
3922,84922
3923,84923
3924,84924A
3925,84924D
3926,84924F
3927,84925A
3928,84925C
3929,84925D
3930,84925E
3931,84925F
3932,84926A
3933,84926B
3934,84926C
3935,84926D
3936,84926E
3937,84926F
3938,84927A
3939,84927D
3940,84927E
3941,84927F
3942,84929
3943,84931A
3944,84931B
3945,84932A
3946,84932B
3947,84932C
3948,84932D
3949,84933A
3950,84933B
3951,84933C
3952,84934
3953,84937
3954,84942
3955,84944
3956,84945
3957,84946
3958,84947
3959,84948
3960,84949
3961,84950
3962,84951A
3963,84951B
3964,84952A
3965,84952B
3966,84952C
3967,84962
3968,84963A
3969,84963B
3970,84964A
3971,84964B
3972,84965A
3973,84965B
3974,84966A
3975,84966B
3976,84966C
3977,84967A
3978,84967B
3979,84967C
3980,84968A
3981,84968B
3982,84968C
3983,84968D
3984,84968E
3985,84968F
3986,84969
3987,84970L
3988,84970S
3989,84971L
3990,84971S
3991,84972L
3992,84974
3993,84975
3994,84976
3995,84977
3996,84978
3997,84984A
3998,84984B
3999,84984C
4000,84984D
4001,84985A
4002,84985B
4003,84986B
4004,84987
4005,84988
4006,84989A
4007,84989B
4008,84990
4009,84991
4010,84992
4011,84993A
4012,84993B
4013,84997A
4014,84997B
4015,84997C
4016,84997D
4017,85006
4018,85007
4019,85008
4020,85014A
4021,85014B
4022,85014C
4023,85014D
4024,85015
4025,85016
4026,85017A
4027,85017B
4028,85017C
4029,85018A
4030,85018B
4031,85018C
4032,85018D
4033,85019A
4034,85019B
4035,85019C
4036,85020
4037,85023A
4038,85023B
4039,85023C
4040,85024A
4041,85024B
4042,85024C
4043,85025B
4044,85025C
4045,85026B
4046,85027L
4047,85028L
4048,85028S
4049,85030
4050,85031A
4051,85031B
4052,85031C
4053,85032A
4054,85032B
4055,85032C
4056,85032D
4057,85033G
4058,85033S
4059,85034A
4060,85034B
4061,85034C
4062,85035A
4063,85035B
4064,85035C
4065,85036A
4066,85036B
4067,85036C
4068,85038
4069,85039A
4070,85039B
4071,85039C
4072,85040A
4073,85040B
4074,85041
4075,85042
4076,85043
4077,85044
4078,85045
4079,85047
4080,85048
4081,85049A
4082,85049B
4083,85049C
4084,85049D
4085,85049E
4086,85049F
4087,85049G
4088,85049H
4089,85050
4090,85053
4091,85054
4092,85055
4093,85059
4094,85060
4095,85061W
4096,85062
4097,85063
4098,85064
4099,85065
4100,85066
4101,85067
4102,85068
4103,85069
4104,85070
4105,85071A
4106,85071B
4107,85071C
4108,85071D
4109,85072
4110,85077
4111,85078
4112,85079
4113,85080
4114,85081
4115,85083
4116,85084
4117,85086A
4118,85087
4119,85088
4120,85089
4121,85090
4122,85091
4123,85092
4124,85093
4125,85094
4126,85095
4127,85096
4128,85097B
4129,85098B
4130,85099B
4131,85099C
4132,85099F
4133,85103
4134,85104
4135,85106
4136,85107
4137,85109
4138,85110
4139,85111
4140,85112
4141,85113
4142,85114A
4143,85114B
4144,85114C
4145,85115B
4146,85116
4147,85117
4148,85118
4149,85119
4150,85121B
4151,85121C
4152,85123A
4153,85123B
4154,85124A
4155,85124B
4156,85124C
4157,85125
4158,85126
4159,85127
4160,85128
4161,85129A
4162,85129B
4163,85129C
4164,85129D
4165,85130A
4166,85130B
4167,85130C
4168,85130D
4169,85131A
4170,85131B
4171,85131C
4172,85131D
4173,85132A
4174,85132B
4175,85132C
4176,85135A
4177,85135B
4178,85135C
4179,85136A
4180,85136B
4181,85136C
4182,85141
4183,85142
4184,85144
4185,85145
4186,85146
4187,85147
4188,85150
4189,85151
4190,85152
4191,85157
4192,85159A
4193,85159B
4194,85160A
4195,85160B
4196,85161
4197,85162A
4198,85162B
4199,85162C
4200,85163A
4201,85163B
4202,85164B
4203,85165
4204,85166A
4205,85166B
4206,85167A
4207,85167B
4208,85168A
4209,85168B
4210,85169A
4211,85169B
4212,85169C
4213,85169D
4214,85170A
4215,85170B
4216,85170C
4217,85170D
4218,85171
4219,85172
4220,85173
4221,85174
4222,85175
4223,85176
4224,85177
4225,85178
4226,85179A
4227,85179B
4228,85179C
4229,85180A
4230,85180B
4231,85183A
4232,85183B
4233,85184B
4234,85184C
4235,85184D
4236,85185B
4237,85185C
4238,85185D
4239,85185E
4240,85185F
4241,85186A
4242,85186B
4243,85186C
4244,85187
4245,85188A
4246,85188B
4247,85189
4248,85190
4249,85192S
4250,85194L
4251,85194S
4252,85195
4253,85196
4254,85197
4255,85198
4256,85199L
4257,85199S
4258,85200
4259,85202
4260,85203
4261,85204
4262,85205A
4263,85205B
4264,85206A
4265,85206B
4266,85208
4267,85211
4268,85212
4269,85213
4270,85214
4271,85215
4272,85216
4273,85217
4274,85218
4275,85220
4276,85221
4277,85222
4278,85224
4279,85225
4280,85226A
4281,85226C
4282,85227
4283,85230A
4284,85230B
4285,85230C
4286,85230D
4287,85230E
4288,85230F
4289,85230G
4290,85231B
4291,85231E
4292,85231G
4293,85231L
4294,85232A
4295,85232B
4296,85232C
4297,85232D
4298,90000A
4299,90000B
4300,90000C
4301,90000D
4302,90001A
4303,90001B
4304,90001C
4305,90001D
4306,90002A
4307,90002B
4308,90002C
4309,90002D
4310,90002E
4311,90003B
4312,90003C
4313,90003D
4314,90003E
4315,90004A
4316,90005A
4317,90010A
4318,90010B
4319,90010E
4320,90011A
4321,90011B
4322,90011C
4323,90011D
4324,90011E
4325,90012A
4326,90012B
4327,90013A
4328,90013B
4329,90013C
4330,90013D
4331,90013E
4332,90014A
4333,90014B
4334,90014C
4335,90016A
4336,90016B
4337,90016C
4338,90018A
4339,90018B
4340,90018C
4341,90019A
4342,90019B
4343,90019C
4344,90020
4345,90021
4346,90022
4347,90023
4348,90024A
4349,90024B
4350,90024C
4351,90024D
4352,90024E
4353,90024F
4354,90025A
4355,90025B
4356,90025C
4357,90025D
4358,90025E
4359,90025F
4360,90026A
4361,90026B
4362,90026C
4363,90026D
4364,90027A
4365,90027B
4366,90027C
4367,90027D
4368,90028
4369,90029
4370,90030A
4371,90030B
4372,90030C
4373,90031
4374,90032
4375,90033
4376,90034
4377,90035A
4378,90035B
4379,90035C
4380,90036A
4381,90036B
4382,90036C
4383,90036D
4384,90036E
4385,90036F
4386,90037A
4387,90037B
4388,90037C
4389,90037D
4390,90038A
4391,90038B
4392,90038C
4393,90039A
4394,90039B
4395,90039C
4396,90039D
4397,90040A
4398,90040B
4399,90040C
4400,90040D
4401,90041
4402,90042A
4403,90042B
4404,90042C
4405,90043
4406,90046
4407,90048
4408,90049
4409,90050
4410,90051
4411,90052
4412,90053
4413,90054
4414,90055
4415,90056
4416,90057
4417,90058A
4418,90058B
4419,90059A
4420,90059B
4421,90059C
4422,90059D
4423,90059E
4424,90059F
4425,90060B
4426,90060C
4427,90060D
4428,90060F
4429,90062
4430,90063A
4431,90063B
4432,90064A
4433,90064B
4434,90065A
4435,90065B
4436,90066A
4437,90067A
4438,90067B
4439,90068
4440,90069
4441,90070
4442,90071
4443,90072
4444,90073
4445,90074
4446,90075
4447,90076
4448,90077
4449,90078
4450,90079
4451,90081A
4452,90081B
4453,90081C
4454,90082A
4455,90082B
4456,90082C
4457,90082D
4458,90083
4459,90084
4460,90085
4461,90086
4462,90087
4463,90088
4464,90089
4465,90090
4466,90091
4467,90092
4468,90093
4469,90094
4470,90095
4471,90096
4472,90098
4473,90099
4474,90100
4475,90101
4476,90102
4477,90103
4478,90104
4479,90108
4480,90111
4481,90112
4482,90114
4483,90115
4484,90116
4485,90118
4486,90119
4487,90120A
4488,90120B
4489,90120C
4490,90120D
4491,90121B
4492,90122A
4493,90122B
4494,90122C
4495,90123A
4496,90123B
4497,90123C
4498,90123D
4499,90124A
4500,90124B
4501,90124C
4502,90125A
4503,90125B
4504,90125C
4505,90125D
4506,90125E
4507,90126A
4508,90126B
4509,90126C
4510,90127A
4511,90127B
4512,90128A
4513,90128B
4514,90128C
4515,90128D
4516,90129A
4517,90129B
4518,90129C
4519,90129D
4520,90129E
4521,90129F
4522,90130A
4523,90130B
4524,90130C
4525,90130D
4526,90131
4527,90132
4528,90133
4529,90134
4530,90135
4531,90135A
4532,90136
4533,90137
4534,90138
4535,90139
4536,90140
4537,90141A
4538,90141B
4539,90141C
4540,90141D
4541,90141E
4542,90142A
4543,90142B
4544,90142C
4545,90142D
4546,90143
4547,90144
4548,90145
4549,90146
4550,90147
4551,90148
4552,90149
4553,90150
4554,90151
4555,90152A
4556,90152B
4557,90152C
4558,90154
4559,90155
4560,90156
4561,90157
4562,90158
4563,90159
4564,90160A
4565,90160B
4566,90160C
4567,90160D
4568,90161A
4569,90161B
4570,90161C
4571,90161D
4572,90162A
4573,90162B
4574,90162C
4575,90162D
4576,90163A
4577,90163B
4578,90164A
4579,90164B
4580,90165A
4581,90165B
4582,90166
4583,90167
4584,90168
4585,90169
4586,90170
4587,90171
4588,90173
4589,90174
4590,90175A
4591,90175B
4592,90175C
4593,90175D
4594,90176A
4595,90176B
4596,90176C
4597,90176D
4598,90176E
4599,90177A
4600,90177B
4601,90177C
4602,90177D
4603,90177E
4604,90178A
4605,90178B
4606,90179A
4607,90179B
4608,90179C
4609,90180A
4610,90180B
4611,90181A
4612,90181B
4613,90181C
4614,90182A
4615,90182B
4616,90182C
4617,90183A
4618,90183B
